lang,mse,mae
eng_Latn,0.020118624166666665,0.11765277777777773
fin_Latn,0.0006451322222222222,0.014350000000000002
deu_Latn,0.009487309444444444,0.0479666666666667
cmn_Hani,0.007857872499999995,0.048669444444444446
hun_Latn,0.00011297138888888895,0.0036972222222222237
tur_Latn,0.00039020222222222204,0.010694444444444435
mon_Cyrl,0.008062069444444438,0.04206666666666664
kaz_Cyrl,0.0008312941666666674,0.012213888888888896
heb_Hebr,0.007796123333333335,0.04447222222222224
arb_Arab,0.009991115277777777,0.020619444444444444
kor_Hang,0.0004040974999999999,0.00603611111111111
hin_Deva,2.7040000000000032e-05,0.0008666666666666672
other,0.008337359999999992,0.06891666666666664
avg,0.005697016282051281,0.03370940170940171
