lang,mse,mae
eng_Latn,0.033049728611111086,0.15521944444444438
fin_Latn,0.0011900825,0.017786111111111114
deu_Latn,0.010100586944444438,0.05304166666666661
cmn_Hani,0.011123576111111123,0.06557777777777779
hun_Latn,0.0005593119444444446,0.00731388888888889
tur_Latn,0.0009073444444444455,0.016194444444444452
mon_Cyrl,0.007589084722222221,0.043802777777777774
kaz_Cyrl,0.001023081111111111,0.014072222222222224
heb_Hebr,0.006234858055555559,0.03582500000000003
arb_Arab,0.010230335,0.02261111111111111
kor_Hang,0.0007290091666666674,0.009025000000000005
hin_Deva,1.4320000000000015e-05,0.0009333333333333336
other,0.008001657222222215,0.06694999999999997
avg,0.006980998141025639,0.03910405982905983
