lang,mse,mae
eng_Latn,0.01642388611111111,0.09856666666666669
fin_Latn,0.0009700177777777785,0.01913333333333334
deu_Latn,0.008272035277777779,0.042558333333333344
cmn_Hani,0.010962273888888879,0.05628333333333334
hun_Latn,4.8008888888888946e-05,0.0023777777777777786
tur_Latn,0.0009053558333333337,0.018002777777777788
mon_Cyrl,0.007616705277777773,0.040991666666666655
kaz_Cyrl,0.0004267861111111122,0.009505555555555566
heb_Hebr,0.006284728888888891,0.03323888888888895
arb_Arab,0.009823560555555555,0.01933333333333333
kor_Hang,0.0004250091666666667,0.006086111111111111
hin_Deva,2.5040000000000028e-05,0.0008666666666666671
other,0.00674118583333333,0.0645083333333333
avg,0.005301891816239314,0.03165021367521369
