lang,mse,mae
eng_Latn,0.025425497222222194,0.12391111111111106
fin_Latn,0.0007688436111111112,0.016430555555555556
deu_Latn,0.0069538833333333315,0.0418833333333333
cmn_Hani,0.011291888055555567,0.06614722222222223
hun_Latn,0.000532513333333333,0.005977777777777776
tur_Latn,0.0007962877777777784,0.01571666666666668
mon_Cyrl,0.00796155944444444,0.0444611111111111
kaz_Cyrl,0.0009353780555555544,0.014158333333333328
heb_Hebr,0.005865888333333332,0.03244444444444449
arb_Arab,0.009966219722222221,0.021224999999999997
kor_Hang,0.0007288905555555563,0.009305555555555558
hin_Deva,1.300000000000001e-05,0.0009000000000000002
other,0.007079468055555548,0.06273611111111108
avg,0.0060245628846153825,0.03502286324786324
