lang,mse,mae
eng_Latn,0.011481574366853127,0.061465024172105386
fin_Latn,0.0005364739184926691,0.0040274746192893425
deu_Latn,0.004774585320667007,0.020900121464829585
cmn_Hani,0.008988222291811274,0.03039335569253083
hun_Latn,0.0002913463002953883,0.00267699480299734
tur_Latn,0.006087901499529793,0.03009287164612037
mon_Cyrl,0.0016098782600363157,0.009753072274595117
kaz_Cyrl,0.00392735323978743,0.02260948332124729
heb_Hebr,0.009859121829984534,0.020992998851825016
arb_Arab,0.002127611776318387,0.010601307106598979
kor_Hang,7.144842569091933e-05,0.0007420050761421317
hin_Deva,0.00440277959390863,0.023269543147208128
jpn_Jpan,0.0013992257036097029,0.007785025380710665
urd_Arab,0.0038691060326071654,0.02238964043993233
pan_Guru,0.007557660939086293,0.02868350253807107
guj_Gujr,0.009049515989847707,0.028639086294416242
other,0.003612530144575735,0.0348426861252115
avg,0.004685078566653063,0.02116848193846067
