lang,mse,mae
eng_Latn,0.01177890019394085,0.06057324993956973
fin_Latn,0.0005334673731528496,0.003972648054145518
deu_Latn,0.005057344948051701,0.021379292361614694
cmn_Hani,0.008790064511490243,0.03042363971476916
hun_Latn,0.0002700086474473964,0.0023455807348320024
tur_Latn,0.004505407839592614,0.024959659777616616
mon_Cyrl,0.0016341559126677662,0.010344273023930388
kaz_Cyrl,0.002770977536308664,0.018857325960841203
heb_Hebr,0.01000414381451464,0.021579477278220942
arb_Arab,0.0019630376375282007,0.010552499999999992
kor_Hang,7.866972786238014e-05,0.0007543993231810489
hin_Deva,0.00499259621827411,0.024695177664974623
jpn_Jpan,0.0013885756400239726,0.008246112521150597
urd_Arab,0.005391088696058942,0.025019031302876485
pan_Guru,0.005672321395939086,0.025997208121827407
guj_Gujr,0.009715519390862935,0.02965126903553299
other,0.003637013929448889,0.03429708967851099
avg,0.004599017259597955,0.020802819676093785
