lang,mse,mae
eng_Latn,0.005136346472081218,0.04762918781725889
fin_Latn,0.00033401482233502515,0.003768527918781727
deu_Latn,0.004092153274111675,0.01811649746192893
cmn_Hani,0.005186962309644671,0.02436827411167513
hun_Latn,0.00043424357868020305,0.003725634517766498
tur_Latn,0.008284540989847712,0.03430177664974618
mon_Cyrl,0.0019422731218274119,0.013217512690355333
kaz_Cyrl,0.0037394594416243683,0.022928934010152304
heb_Hebr,0.0022068103553299465,0.009322842639593902
arb_Arab,0.0022695489340101493,0.01306497461928933
kor_Hang,0.00010559553299492384,0.0012350253807106599
hin_Deva,0.007204642614213195,0.029228680203045684
jpn_Jpan,0.0009941035025380722,0.007387817258883253
urd_Arab,0.005394793248730968,0.02578121827411168
pan_Guru,0.007404222461928932,0.030669289340101515
guj_Gujr,0.01099962213197969,0.03346345177664974
other,0.003015568426395939,0.0329492385786802
avg,0.004043817718722006,0.020656404896984174
