lang,mse,mae
eng_Latn,0.006413936573604062,0.05606370558375635
fin_Latn,0.00034589261421319787,0.0038540609137055854
deu_Latn,0.004522079289340101,0.019218274111675128
cmn_Hani,0.005778540050761422,0.02610964467005076
hun_Latn,0.00023395461928934014,0.0027365482233502546
tur_Latn,0.008589796218274109,0.03527791878172588
mon_Cyrl,0.002409599543147208,0.014333502538071065
kaz_Cyrl,0.0049978158375634536,0.026498984771573614
heb_Hebr,0.002394717258883245,0.009836548223350242
arb_Arab,0.004225840913705582,0.01649086294416243
kor_Hang,0.00011889114213197967,0.0015809644670050761
hin_Deva,0.0068896257868020306,0.027422842639593912
jpn_Jpan,0.0013611421065989858,0.008732233502538074
urd_Arab,0.006697889263959393,0.028523096446700515
pan_Guru,0.00820685545685279,0.032918020304568515
guj_Gujr,0.01472463741116751,0.039434517766497465
other,0.003396691802030458,0.03493730964467005
avg,0.004782817993430875,0.022586413854882054
