model,training,eval_lang,step,pred_langs,emb_cos_sim
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",amh_Ethi,Step1,"{'eng': 0.06, 'tur': 0.02, 'mon': 0.43, 'cat': 0.01, 'kaz': 0.22, 'rus': 0.02, 'yor': 0.01, 'bel': 0.01, 'deu': 0.02, 'fra': 0.09, 'spa': 0.02, 'ukr': 0.01, 'som': 0.01, 'mkd': 0.01, 'vie': 0.01, 'por': 0.01}",0.8468458652496338
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",amh_Ethi,Step50+sbeam8,"{'eng': 0.07, 'fra': 0.09, 'kaz': 0.27, 'mon': 0.42, 'cat': 0.01, 'mkd': 0.01, 'deu': 0.02, 'yor': 0.01, 'ukr': 0.01, 'spa': 0.02, 'rus': 0.02, 'vie': 0.01, 'tur': 0.01}",0.8040054440498352
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mlt_Latn,Labels,"{'ron': 0.02, 'eng': 0.17, 'mlt': 0.2, 'pol': 0.07, 'tgl': 0.01, 'som': 0.02, 'isl': 0.01, 'deu': 0.04, 'fra': 0.05, 'swe': 0.01, 'nor': 0.01, 'ita': 0.12, 'swa': 0.01, 'epo': 0.04, 'tur': 0.01, 'afr': 0.01, 'spa': 0.03, 'hun': 0.01, 'ind': 0.01, 'xho': 0.01, 'aze': 0.01, 'lug': 0.01, 'slv': 0.01, 'tso': 0.01, 'lav': 0.01, 'cym': 0.01, 'nld': 0.01, 'sqi': 0.01, 'yor': 0.01, 'cat': 0.01, 'fin': 0.01, 'ces': 0.01, 'por': 0.01}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mlt_Latn,Base,"{'deu': 0.05, 'ita': 0.02, 'fra': 0.07, 'eng': 0.21, 'kaz': 0.32, 'mon': 0.05, 'rus': 0.04, 'ukr': 0.02, 'som': 0.01, 'cat': 0.01, 'mkd': 0.01, 'spa': 0.03, 'fin': 0.01, 'yor': 0.01, 'pol': 0.01, 'bel': 0.01, 'tur': 0.01, 'aze': 0.01, 'bul': 0.01}",0.9074662923812866
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mlt_Latn,Step1,"{'cat': 0.02, 'ita': 0.01, 'eng': 0.25, 'mon': 0.15, 'kaz': 0.23, 'fra': 0.06, 'deu': 0.03, 'spa': 0.04, 'pol': 0.01, 'rus': 0.04, 'tur': 0.02, 'mkd': 0.01, 'som': 0.01, 'ukr': 0.01, 'bel': 0.01, 'bul': 0.01, 'yor': 0.01, 'aze': 0.01, 'fin': 0.01, 'hun': 0.01, 'epo': 0.01}",0.9013442993164062
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mlt_Latn,Step50+sbeam8,"{'cat': 0.02, 'ita': 0.02, 'eng': 0.24, 'fra': 0.08, 'mon': 0.17, 'kaz': 0.21, 'deu': 0.03, 'spa': 0.04, 'bul': 0.01, 'rus': 0.04, 'tur': 0.02, 'pol': 0.01, 'mkd': 0.01, 'yor': 0.01, 'som': 0.01, 'swa': 0.01, 'bel': 0.01, 'ukr': 0.01}",0.9173809289932251
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hin_Deva,Labels,"{'fra': 0.03, 'hin': 0.6, 'eng': 0.12, 'mar': 0.21, 'deu': 0.01}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hin_Deva,Base,"{'mkd': 0.01, 'mon': 0.4, 'fra': 0.05, 'eng': 0.28, 'kaz': 0.08, 'deu': 0.02, 'rus': 0.03, 'zho': 0.01, 'spa': 0.01, 'fin': 0.01, 'bel': 0.01, 'ara': 0.01}",0.8811125755310059
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hin_Deva,Step1,"{'fra': 0.05, 'mon': 0.46, 'eng': 0.28, 'kaz': 0.03, 'rus': 0.03, 'bel': 0.01, 'ben': 0.02, 'deu': 0.01, 'spa': 0.01, 'som': 0.01, 'mkd': 0.02, 'ara': 0.01}",0.895817220211029
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hin_Deva,Step50+sbeam8,"{'fra': 0.05, 'mon': 0.47, 'eng': 0.28, 'rus': 0.03, 'kaz': 0.02, 'deu': 0.01, 'spa': 0.01, 'bel': 0.01, 'ara': 0.01, 'mkd': 0.01, 'som': 0.01}",0.9325766563415527
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",urd_Arab,Labels,"{'urd': 0.75, 'fas': 0.12, 'fra': 0.01, 'deu': 0.01, 'ara': 0.07, 'eng': 0.02}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",urd_Arab,Base,"{'kaz': 0.27, 'mon': 0.34, 'ben': 0.01, 'rus': 0.06, 'bel': 0.01, 'mkd': 0.04, 'fra': 0.03, 'bul': 0.01, 'fas': 0.02, 'eng': 0.1, 'ukr': 0.01, 'urd': 0.01, 'deu': 0.01, 'ara': 0.04}",0.8708927035331726
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",urd_Arab,Step1,"{'rus': 0.05, 'mon': 0.58, 'ben': 0.01, 'kaz': 0.05, 'mkd': 0.04, 'fra': 0.03, 'eng': 0.1, 'urd': 0.01, 'bel': 0.01, 'deu': 0.01, 'fas': 0.01, 'ara': 0.06, 'bul': 0.01}",0.8868821859359741
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",urd_Arab,Step50+sbeam8,"{'mon': 0.59, 'kaz': 0.04, 'fra': 0.02, 'eng': 0.1, 'rus': 0.06, 'mkd': 0.04, 'urd': 0.01, 'deu': 0.01, 'fas': 0.01, 'ara': 0.05, 'bul': 0.01, 'bel': 0.01}",0.8858597278594971
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",guj_Gujr,Labels,"{'guj': 0.93, 'eng': 0.03, 'fra': 0.02}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",guj_Gujr,Base,"{'mon': 0.68, 'eng': 0.07, 'kaz': 0.11, 'bel': 0.01, 'rus': 0.03, 'yor': 0.01, 'mkd': 0.01, 'fra': 0.03, 'deu': 0.01, 'ukr': 0.01}",0.9061229228973389
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",guj_Gujr,Step1,"{'mon': 0.77, 'eng': 0.06, 'rus': 0.03, 'bel': 0.01, 'kaz': 0.03, 'fra': 0.03, 'ukr': 0.01, 'som': 0.01, 'mkd': 0.01}",0.9181680083274841
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",guj_Gujr,Step50+sbeam8,"{'mon': 0.79, 'eng': 0.06, 'rus': 0.03, 'mkd': 0.01, 'kaz': 0.03, 'fra': 0.02, 'deu': 0.01, 'bel': 0.01, 'ukr': 0.01}",0.9293509721755981
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",sin_Sinh,Labels,"{'sin': 0.88, 'eng': 0.06, 'fra': 0.02, 'deu': 0.01, 'spa': 0.01}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",sin_Sinh,Base,"{'mon': 0.7, 'eng': 0.09, 'kaz': 0.05, 'bel': 0.01, 'fra': 0.02, 'mkd': 0.01, 'rus': 0.04, 'deu': 0.01}",0.9041875600814819
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",sin_Sinh,Step1,"{'mon': 0.74, 'kaz': 0.04, 'rus': 0.03, 'eng': 0.08, 'fra': 0.02, 'mkd': 0.02, 'deu': 0.01, 'bel': 0.01}",0.905841052532196
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",sin_Sinh,Step50+sbeam8,"{'mon': 0.74, 'eng': 0.09, 'rus': 0.03, 'fra': 0.02, 'deu': 0.01, 'mkd': 0.02, 'kaz': 0.04, 'bel': 0.01}",0.8974360227584839
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",pan_Guru,Labels,"{'pan': 0.94, 'fra': 0.03, 'eng': 0.02}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",pan_Guru,Base,"{'rus': 0.04, 'mon': 0.75, 'eng': 0.06, 'fra': 0.02, 'kaz': 0.02, 'mkd': 0.02, 'deu': 0.01, 'spa': 0.01, 'bel': 0.01}",0.8954709768295288
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",pan_Guru,Step1,"{'mon': 0.77, 'kaz': 0.02, 'mkd': 0.03, 'fra': 0.02, 'eng': 0.05, 'rus': 0.04, 'deu': 0.01, 'spa': 0.01, 'bel': 0.01}",0.8944419622421265
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",pan_Guru,Step50+sbeam8,"{'mon': 0.78, 'rus': 0.03, 'eng': 0.05, 'mkd': 0.03, 'fra': 0.02, 'deu': 0.01, 'bel': 0.01, 'kaz': 0.02, 'spa': 0.01}",0.8875468969345093
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",tur_Latn,Labels,"{'tur': 0.71, 'fra': 0.03, 'spa': 0.02, 'swa': 0.01, 'som': 0.01, 'deu': 0.02, 'eng': 0.07, 'aze': 0.05, 'por': 0.01, 'ita': 0.01, 'fin': 0.01}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",tur_Latn,Base,"{'aze': 0.04, 'kaz': 0.13, 'tur': 0.58, 'fra': 0.03, 'eng': 0.07, 'deu': 0.02, 'rus': 0.01, 'ind': 0.01, 'spa': 0.01, 'fin': 0.01, 'por': 0.01}",0.9125373363494873
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",tur_Latn,Step1,"{'tur': 0.53, 'spa': 0.01, 'kaz': 0.2, 'fra': 0.02, 'eng': 0.06, 'aze': 0.03, 'deu': 0.02, 'rus': 0.01, 'pol': 0.01, 'ind': 0.01, 'fin': 0.01, 'ukr': 0.01}",0.8821406364440918
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",tur_Latn,Step50+sbeam8,"{'fra': 0.02, 'tur': 0.44, 'kaz': 0.29, 'eng': 0.06, 'aze': 0.03, 'ukr': 0.01, 'deu': 0.03, 'rus': 0.02, 'mon': 0.01, 'spa': 0.02, 'swa': 0.01, 'fin': 0.01}",0.8938624858856201
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kaz_Cyrl,Labels,"{'kaz': 0.74, 'mon': 0.01, 'rus': 0.09, 'ukr': 0.02, 'deu': 0.01, 'fra': 0.06, 'bul': 0.02, 'eng': 0.02, 'bel': 0.01, 'mkd': 0.01}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kaz_Cyrl,Base,"{'kaz': 0.74, 'mkd': 0.01, 'rus': 0.09, 'bul': 0.02, 'bel': 0.01, 'deu': 0.01, 'eng': 0.02, 'mon': 0.01, 'fra': 0.06, 'ukr': 0.02}",0.968230128288269
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kaz_Cyrl,Step1,"{'kaz': 0.74, 'rus': 0.09, 'deu': 0.01, 'bul': 0.02, 'eng': 0.02, 'mon': 0.01, 'fra': 0.06, 'ukr': 0.02, 'mkd': 0.01, 'bel': 0.01}",0.9835675954818726
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kaz_Cyrl,Step50+sbeam8,"{'kaz': 0.74, 'rus': 0.09, 'deu': 0.01, 'bul': 0.02, 'eng': 0.02, 'mon': 0.01, 'fra': 0.06, 'bel': 0.01, 'mkd': 0.01, 'ukr': 0.02}",0.9863091707229614
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",cmn_Hani,Labels,"{'zho': 0.8, 'deu': 0.04, 'spa': 0.03, 'eng': 0.05, 'fin': 0.02, 'fra': 0.06}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",cmn_Hani,Base,"{'zho': 0.69, 'jpn': 0.04, 'fra': 0.04, 'kaz': 0.07, 'eng': 0.02, 'mon': 0.03, 'kor': 0.01, 'deu': 0.04, 'rus': 0.01}",0.9143228530883789
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",cmn_Hani,Step1,"{'zho': 0.55, 'deu': 0.07, 'spa': 0.06, 'mon': 0.11, 'rus': 0.02, 'eng': 0.04, 'fra': 0.03, 'kaz': 0.07, 'jpn': 0.02, 'kor': 0.01}",0.8834879398345947
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",cmn_Hani,Step50+sbeam8,"{'mon': 0.26, 'zho': 0.29, 'deu': 0.08, 'spa': 0.07, 'eng': 0.06, 'fra': 0.03, 'bel': 0.01, 'kaz': 0.09, 'jpn': 0.01, 'rus': 0.03, 'tsn': 0.01, 'kor': 0.02}",0.8158019781112671
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",jpn_Jpan,Labels,"{'jpn': 0.68, 'deu': 0.08, 'zho': 0.1, 'spa': 0.07, 'fra': 0.02, 'eng': 0.04}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",jpn_Jpan,Base,"{'jpn': 0.49, 'kor': 0.06, 'mon': 0.08, 'zho': 0.12, 'kaz': 0.05, 'eng': 0.04, 'rus': 0.01}",0.9151055812835693
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",jpn_Jpan,Step1,"{'jpn': 0.48, 'zho': 0.1, 'fra': 0.01, 'kaz': 0.02, 'kor': 0.12, 'eng': 0.05, 'mon': 0.07}",0.860263466835022
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",jpn_Jpan,Step50+sbeam8,"{'zho': 0.1, 'jpn': 0.4, 'deu': 0.06, 'eng': 0.07, 'kor': 0.13, 'fra': 0.01, 'kaz': 0.03, 'mon': 0.11, 'rus': 0.02}",0.8507522344589233
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kor_Hang,Labels,"{'kor': 0.88, 'eng': 0.03, 'fra': 0.02, 'hbs': 0.01, 'deu': 0.03, 'spa': 0.02}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kor_Hang,Base,"{'rus': 0.02, 'jpn': 0.08, 'fra': 0.03, 'kor': 0.38, 'zho': 0.12, 'kaz': 0.15, 'eng': 0.09, 'ukr': 0.01, 'mon': 0.06, 'deu': 0.03, 'spa': 0.02}",0.9267807006835938
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kor_Hang,Step1,"{'rus': 0.02, 'jpn': 0.08, 'fra': 0.02, 'kor': 0.41, 'eng': 0.08, 'mon': 0.12, 'kaz': 0.09, 'zho': 0.05, 'deu': 0.04, 'spa': 0.03, 'bel': 0.01}",0.9253830909729004
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kor_Hang,Step50+sbeam8,"{'fra': 0.03, 'mon': 0.2, 'zho': 0.04, 'kor': 0.29, 'rus': 0.03, 'bel': 0.01, 'kaz': 0.1, 'jpn': 0.06, 'deu': 0.04, 'spa': 0.04, 'eng': 0.11, 'fin': 0.01}",0.8846403360366821
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mon_Cyrl,Labels,"{'mon': 0.78, 'kaz': 0.02, 'fra': 0.03, 'rus': 0.07, 'deu': 0.01, 'mkd': 0.01, 'bel': 0.02, 'eng': 0.02, 'ukr': 0.01}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mon_Cyrl,Base,"{'mon': 0.8, 'kaz': 0.02, 'rus': 0.06, 'fra': 0.03, 'deu': 0.01, 'bel': 0.02, 'eng': 0.02, 'ukr': 0.01, 'mkd': 0.01}",0.9715719819068909
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mon_Cyrl,Step1,"{'mon': 0.8, 'kaz': 0.02, 'rus': 0.06, 'fra': 0.03, 'deu': 0.01, 'bel': 0.02, 'eng': 0.02, 'ukr': 0.01, 'mkd': 0.01}",0.9776576161384583
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mon_Cyrl,Step50+sbeam8,"{'mon': 0.79, 'kaz': 0.02, 'fra': 0.03, 'deu': 0.01, 'ukr': 0.01, 'rus': 0.07, 'mkd': 0.01, 'bel': 0.02, 'eng': 0.02}",0.9985100030899048
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hun_Latn,Labels,"{'hun': 0.77, 'fra': 0.04, 'ita': 0.01, 'eng': 0.07, 'deu': 0.03, 'slk': 0.01, 'spa': 0.01, 'epo': 0.01, 'nld': 0.01}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hun_Latn,Base,"{'eng': 0.12, 'fra': 0.08, 'kaz': 0.42, 'spa': 0.03, 'mon': 0.01, 'deu': 0.11, 'pol': 0.03, 'rus': 0.02, 'tur': 0.01, 'eus': 0.01, 'hun': 0.01, 'fin': 0.01, 'swe': 0.01, 'ita': 0.02, 'ukr': 0.01, 'bel': 0.01, 'swa': 0.01}",0.9084382057189941
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hun_Latn,Step1,"{'eng': 0.1, 'fra': 0.07, 'kaz': 0.52, 'deu': 0.06, 'spa': 0.03, 'hun': 0.02, 'pol': 0.04, 'mon': 0.01, 'rus': 0.02, 'tur': 0.01, 'swa': 0.01, 'ces': 0.01, 'ukr': 0.01, 'ita': 0.01, 'bel': 0.01}",0.8911307454109192
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hun_Latn,Step50+sbeam8,"{'eng': 0.09, 'fra': 0.05, 'kaz': 0.52, 'deu': 0.07, 'tsn': 0.01, 'spa': 0.04, 'mon': 0.01, 'hun': 0.01, 'pol': 0.04, 'ita': 0.01, 'rus': 0.03, 'sna': 0.01, 'ukr': 0.01, 'por': 0.01, 'bel': 0.01, 'tso': 0.01, 'slk': 0.01, 'ces': 0.01}",0.8915303945541382
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mhr_Cyrl,Labels,"{'rus': 0.29, 'kaz': 0.17, 'mon': 0.15, 'bel': 0.1, 'mhr': 0.02, 'bul': 0.03, 'mkd': 0.06, 'ukr': 0.05, 'srp': 0.03, 'fra': 0.04, 'deu': 0.02, 'spa': 0.02, 'eng': 0.01}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mhr_Cyrl,Base,"{'bel': 0.05, 'rus': 0.3, 'kaz': 0.33, 'mon': 0.09, 'mkd': 0.04, 'srp': 0.02, 'ukr': 0.05, 'fra': 0.05, 'bul': 0.03, 'eng': 0.01}",0.9269443154335022
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mhr_Cyrl,Step1,"{'kaz': 0.34, 'mon': 0.09, 'rus': 0.29, 'mkd': 0.04, 'bel': 0.04, 'fra': 0.05, 'ukr': 0.04, 'eng': 0.01, 'bul': 0.02, 'srp': 0.01, 'aze': 0.01}",0.9044016599655151
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mhr_Cyrl,Step50+sbeam8,"{'kaz': 0.32, 'bel': 0.05, 'mkd': 0.04, 'mon': 0.1, 'rus': 0.29, 'fra': 0.05, 'ukr': 0.04, 'bul': 0.03, 'eng': 0.01, 'srp': 0.01}",0.8915510773658752
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",fin_Latn,Labels,"{'fin': 0.78, 'eng': 0.07, 'fra': 0.02, 'spa': 0.01, 'ita': 0.01, 'nld': 0.01, 'deu': 0.02, 'est': 0.02, 'epo': 0.01}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",fin_Latn,Base,"{'swa': 0.01, 'fin': 0.08, 'deu': 0.2, 'eng': 0.17, 'por': 0.01, 'som': 0.01, 'kaz': 0.07, 'rus': 0.05, 'bel': 0.01, 'est': 0.01, 'nld': 0.03, 'ita': 0.02, 'mon': 0.06, 'swe': 0.02, 'pol': 0.05, 'fra': 0.06, 'ind': 0.01, 'ces': 0.01, 'tso': 0.01, 'ukr': 0.01, 'jpn': 0.01, 'slv': 0.01, 'spa': 0.02}",0.8831826448440552
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",fin_Latn,Step1,"{'eng': 0.15, 'fin': 0.04, 'mon': 0.28, 'bul': 0.01, 'rus': 0.07, 'bel': 0.03, 'deu': 0.1, 'est': 0.01, 'kaz': 0.06, 'ukr': 0.01, 'fra': 0.04, 'swa': 0.01, 'swe': 0.02, 'ita': 0.01, 'spa': 0.02, 'pol': 0.04, 'ind': 0.01, 'nld': 0.02, 'por': 0.01, 'som': 0.01, 'sot': 0.01}",0.8652195334434509
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",fin_Latn,Step50+sbeam8,"{'mon': 0.35, 'rus': 0.08, 'kaz': 0.05, 'eng': 0.15, 'bel': 0.03, 'deu': 0.08, 'est': 0.01, 'fin': 0.03, 'fra': 0.04, 'swa': 0.01, 'ita': 0.01, 'spa': 0.02, 'por': 0.01, 'pol': 0.03, 'ukr': 0.01, 'nld': 0.01, 'ind': 0.01, 'swe': 0.01, 'bul': 0.01, 'som': 0.01}",0.8460594415664673
me5_arab-script,"['arb_Arab', 'heb_Hebr']",deu_Latn,Labels,"{'deu': 0.82, 'ita': 0.01, 'eng': 0.07, 'por': 0.01, 'spa': 0.01, 'fra': 0.02, 'nld': 0.01, 'pol': 0.01}",
me5_arab-script,"['arb_Arab', 'heb_Hebr']",deu_Latn,Base,"{'deu': 0.83, 'ita': 0.01, 'nld': 0.02, 'fra': 0.03, 'eng': 0.06, 'ara': 0.01, 'gle': 0.01, 'spa': 0.01}",0.91347336769104
me5_arab-script,"['arb_Arab', 'heb_Hebr']",ydd_Hebr,Labels,"{'heb': 0.94, 'deu': 0.01, 'spa': 0.01, 'fra': 0.02, 'eng': 0.02}",
me5_arab-script,"['arb_Arab', 'heb_Hebr']",ydd_Hebr,Base,"{'ara': 0.5, 'deu': 0.01, 'urd': 0.26, 'heb': 0.04, 'fra': 0.02, 'eng': 0.02, 'fas': 0.12}",0.8888028860092163
