model,training,eval_lang,step,pred_langs,emb_cos_sim
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mlt_Latn,Step1,"{'rus': 0.01, 'kaz': 0.26, 'mon': 0.15, 'eng': 0.09, 'tur': 0.02, 'deu': 0.01, 'fra': 0.02, 'ukr': 0.01}",0.9013442993164062
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mlt_Latn,Step50+sbeam8,"{'mon': 0.18, 'eng': 0.09, 'kaz': 0.23, 'tur': 0.02, 'rus': 0.01, 'deu': 0.01, 'fra': 0.01, 'ukr': 0.01, 'spa': 0.01}",0.9173809289932251
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hin_Deva,Labels,"{'hin': 0.82, 'eng': 0.12, 'mar': 0.01}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hin_Deva,Base,"{'mon': 0.48, 'eng': 0.15, 'kaz': 0.11, 'ben': 0.03}",0.8811125755310059
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hin_Deva,Step1,"{'mon': 0.57, 'eng': 0.15, 'ben': 0.02, 'rus': 0.01, 'kaz': 0.03, 'fra': 0.01}",0.895817220211029
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hin_Deva,Step50+sbeam8,"{'eng': 0.16, 'mon': 0.61, 'ben': 0.02, 'rus': 0.01, 'ara': 0.01, 'kaz': 0.03, 'fra': 0.01}",0.9325766563415527
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",urd_Arab,Labels,"{'urd': 0.98, 'fas': 0.01}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",urd_Arab,Base,"{'kaz': 0.35, 'fra': 0.01, 'eng': 0.01, 'mon': 0.48, 'ben': 0.02, 'ara': 0.02}",0.8708927035331726
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",urd_Arab,Step1,"{'ben': 0.01, 'mon': 0.83, 'kaz': 0.04, 'ara': 0.02, 'eng': 0.01}",0.8868821859359741
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",urd_Arab,Step50+sbeam8,"{'mon': 0.85, 'kaz': 0.04, 'ara': 0.02, 'eng': 0.01}",0.8858597278594971
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",guj_Gujr,Labels,{'guj': 1.0},
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",guj_Gujr,Base,"{'mon': 0.83, 'kaz': 0.13}",0.9061229228973389
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",guj_Gujr,Step1,"{'mon': 0.96, 'kaz': 0.01}",0.9181680083274841
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",guj_Gujr,Step50+sbeam8,"{'mon': 0.96, 'eng': 0.01, 'kaz': 0.01}",0.9293509721755981
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",sin_Sinh,Labels,{'sin': 1.0},
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",sin_Sinh,Base,"{'mon': 0.88, 'kaz': 0.04}",0.9041875600814819
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",sin_Sinh,Step1,"{'mon': 0.94, 'kaz': 0.01, 'eng': 0.01}",0.905841052532196
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",sin_Sinh,Step50+sbeam8,"{'mon': 0.92, 'kaz': 0.02, 'eng': 0.01}",0.8974360227584839
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",pan_Guru,Labels,{'pan': 1.0},
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",pan_Guru,Base,"{'mon': 0.94, 'kaz': 0.02}",0.8954709768295288
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",pan_Guru,Step1,"{'mon': 0.97, 'ben': 0.01, 'kaz': 0.01}",0.8944419622421265
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",pan_Guru,Step50+sbeam8,"{'mon': 0.96, 'ben': 0.02}",0.8875468969345093
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",tur_Latn,Labels,{'tur': 0.97},
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",tur_Latn,Base,"{'tur': 0.69, 'kaz': 0.12, 'eng': 0.01, 'rus': 0.01, 'aze': 0.01}",0.9125373363494873
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",tur_Latn,Step1,"{'kaz': 0.22, 'tur': 0.6, 'rus': 0.01}",0.8821406364440918
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",tur_Latn,Step50+sbeam8,"{'tur': 0.49, 'kaz': 0.33, 'eng': 0.01, 'rus': 0.01}",0.8938624858856201
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kaz_Cyrl,Labels,"{'kaz': 0.97, 'rus': 0.02}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kaz_Cyrl,Base,"{'kaz': 0.96, 'rus': 0.03}",0.968230128288269
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kaz_Cyrl,Step1,"{'kaz': 0.96, 'rus': 0.03}",0.9835675954818726
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kaz_Cyrl,Step50+sbeam8,"{'kaz': 0.96, 'rus': 0.03}",0.9863091707229614
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",cmn_Hani,Labels,{'zho': 1.0},
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",cmn_Hani,Base,"{'zho': 0.86, 'jpn': 0.1, 'kaz': 0.01, 'mon': 0.01}",0.9143228530883789
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",cmn_Hani,Step1,"{'zho': 0.81, 'mon': 0.05, 'kaz': 0.02, 'jpn': 0.06}",0.8834879398345947
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",cmn_Hani,Step50+sbeam8,"{'zho': 0.63, 'mon': 0.14, 'jpn': 0.03, 'eng': 0.02, 'kaz': 0.04, 'kor': 0.01, 'rus': 0.01}",0.8158019781112671
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",jpn_Jpan,Labels,{'jpn': 0.99},
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",jpn_Jpan,Base,"{'zho': 0.13, 'jpn': 0.81, 'mon': 0.02, 'kor': 0.02}",0.9151055812835693
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",jpn_Jpan,Step1,"{'jpn': 0.78, 'zho': 0.09, 'mon': 0.02, 'kor': 0.05, 'kaz': 0.01, 'eng': 0.01}",0.860263466835022
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",jpn_Jpan,Step50+sbeam8,"{'zho': 0.13, 'jpn': 0.65, 'kor': 0.07, 'mon': 0.05, 'eng': 0.02}",0.8507522344589233
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kor_Hang,Labels,"{'eng': 0.01, 'kor': 0.99}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kor_Hang,Base,"{'rus': 0.01, 'zho': 0.16, 'kor': 0.5, 'kaz': 0.14, 'jpn': 0.05, 'eng': 0.03, 'mon': 0.03}",0.9267807006835938
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kor_Hang,Step1,"{'rus': 0.01, 'kor': 0.47, 'zho': 0.08, 'jpn': 0.1, 'mon': 0.14, 'kaz': 0.08, 'eng': 0.02}",0.9253830909729004
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",kor_Hang,Step50+sbeam8,"{'zho': 0.06, 'kor': 0.38, 'mon': 0.19, 'kaz': 0.09, 'jpn': 0.1, 'eng': 0.02, 'rus': 0.01}",0.8846403360366821
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mon_Cyrl,Labels,{'mon': 0.99},
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mon_Cyrl,Base,{'mon': 0.98},0.9715719819068909
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mon_Cyrl,Step1,{'mon': 0.99},0.9776576161384583
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mon_Cyrl,Step50+sbeam8,{'mon': 0.98},0.9985100030899048
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hun_Latn,Labels,{'hun': 0.99},
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hun_Latn,Base,"{'kaz': 0.53, 'fra': 0.02, 'deu': 0.07, 'ukr': 0.01, 'spa': 0.01, 'hun': 0.01, 'eng': 0.02, 'rus': 0.01, 'pol': 0.01, 'mon': 0.01}",0.9084382057189941
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hun_Latn,Step1,"{'kaz': 0.67, 'fra': 0.02, 'deu': 0.03, 'eng': 0.02, 'ukr': 0.01, 'rus': 0.01, 'hun': 0.01, 'pol': 0.02, 'spa': 0.01, 'slk': 0.01}",0.8911307454109192
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",hun_Latn,Step50+sbeam8,"{'kaz': 0.68, 'rus': 0.01, 'eng': 0.02, 'fra': 0.01, 'deu': 0.03, 'ukr': 0.01, 'pol': 0.03, 'ces': 0.01, 'spa': 0.01}",0.8915303945541382
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mhr_Cyrl,Labels,"{'kaz': 0.16, 'rus': 0.4, 'mhr': 0.1, 'mon': 0.05, 'bel': 0.03}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mhr_Cyrl,Base,"{'kaz': 0.64, 'rus': 0.22, 'mon': 0.07}",0.9269443154335022
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mhr_Cyrl,Step1,"{'kaz': 0.6, 'rus': 0.23, 'mon': 0.08, 'aze': 0.01}",0.9044016599655151
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",mhr_Cyrl,Step50+sbeam8,"{'kaz': 0.56, 'rus': 0.24, 'mon': 0.1, 'bul': 0.01}",0.8915510773658752
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",fin_Latn,Labels,{'fin': 0.99},
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",fin_Latn,Base,"{'fin': 0.06, 'rus': 0.06, 'deu': 0.12, 'swe': 0.01, 'mon': 0.05, 'kaz': 0.05, 'eng': 0.06, 'pol': 0.02, 'nld': 0.01, 'ita': 0.01, 'fra': 0.01, 'jpn': 0.01}",0.8831826448440552
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",fin_Latn,Step1,"{'fin': 0.03, 'rus': 0.07, 'deu': 0.06, 'mon': 0.33, 'kaz': 0.04, 'swe': 0.01, 'fra': 0.01, 'eng': 0.07, 'ind': 0.01, 'pol': 0.04, 'nld': 0.02}",0.8652195334434509
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",fin_Latn,Step50+sbeam8,"{'mon': 0.43, 'deu': 0.05, 'fin': 0.02, 'rus': 0.08, 'kaz': 0.02, 'ita': 0.01, 'eng': 0.07, 'ind': 0.01, 'pol': 0.03, 'nld': 0.01, 'fra': 0.01}",0.8460594415664673
me5_arab-script,"['arb_Arab', 'heb_Hebr']",deu_Latn,Labels,{'deu': 1.0},
me5_arab-script,"['arb_Arab', 'heb_Hebr']",deu_Latn,Base,"{'deu': 0.95, 'eng': 0.02}",0.91347336769104
me5_arab-script,"['arb_Arab', 'heb_Hebr']",ydd_Hebr,Labels,{'heb': 1.0},
me5_arab-script,"['arb_Arab', 'heb_Hebr']",ydd_Hebr,Base,"{'ara': 0.55, 'heb': 0.04, 'urd': 0.3, 'fas': 0.06}",0.8888028860092163
me5_arab-script,"['arb_Arab', 'heb_Hebr']",heb_Hebr,Labels,{'heb': 1.0},
me5_arab-script,"['arb_Arab', 'heb_Hebr']",heb_Hebr,Base,"{'ara': 0.75, 'heb': 0.2, 'fra': 0.01, 'fas': 0.01, 'urd': 0.01}",0.8995968103408813
me5_arab-script,"['arb_Arab', 'heb_Hebr']",arb_Arab,Labels,{'ara': 1.0},
me5_arab-script,"['arb_Arab', 'heb_Hebr']",arb_Arab,Base,{'ara': 1.0},0.9416115283966064
me5_arab-script,"['arb_Arab', 'heb_Hebr']",amh_Ethi,Labels,"{'amh': 0.97, 'eng': 0.01}",
me5_arab-script,"['arb_Arab', 'heb_Hebr']",amh_Ethi,Base,"{'urd': 0.67, 'eng': 0.02, 'ara': 0.17, 'fas': 0.02, 'aze': 0.01, 'heb': 0.02, 'ell': 0.01}",0.8543691635131836
me5_arab-script,"['arb_Arab', 'heb_Hebr']",mlt_Latn,Labels,"{'mlt': 0.42, 'ita': 0.06, 'eng': 0.02}",
me5_arab-script,"['arb_Arab', 'heb_Hebr']",mlt_Latn,Base,"{'eng': 0.39, 'ara': 0.12, 'urd': 0.02, 'nld': 0.01, 'fra': 0.05, 'deu': 0.01, 'ita': 0.01, 'rus': 0.01, 'arz': 0.01, 'spa': 0.01, 'tur': 0.01}",0.9000571966171265
me5_arab-script,"['arb_Arab', 'heb_Hebr']",hin_Deva,Labels,"{'hin': 0.82, 'eng': 0.12, 'mar': 0.01}",
me5_arab-script,"['arb_Arab', 'heb_Hebr']",hin_Deva,Base,"{'urd': 0.75, 'eng': 0.13, 'pnb': 0.01}",0.9067419767379761
me5_arab-script,"['arb_Arab', 'heb_Hebr']",urd_Arab,Labels,"{'urd': 0.98, 'fas': 0.01}",
me5_arab-script,"['arb_Arab', 'heb_Hebr']",urd_Arab,Base,{'urd': 0.98},0.9735403656959534
me5_arab-script,"['arb_Arab', 'heb_Hebr']",guj_Gujr,Labels,{'guj': 1.0},
me5_arab-script,"['arb_Arab', 'heb_Hebr']",guj_Gujr,Base,"{'urd': 0.94, 'eng': 0.01, 'ara': 0.01}",0.8960202932357788
me5_arab-script,"['arb_Arab', 'heb_Hebr']",sin_Sinh,Labels,{'sin': 1.0},
me5_arab-script,"['arb_Arab', 'heb_Hebr']",sin_Sinh,Base,"{'urd': 0.97, 'eng': 0.01}",0.9091222286224365
me5_arab-script,"['arb_Arab', 'heb_Hebr']",pan_Guru,Labels,{'pan': 1.0},
me5_arab-script,"['arb_Arab', 'heb_Hebr']",pan_Guru,Base,{'urd': 0.99},0.8998717665672302
me5_arab-script,"['arb_Arab', 'heb_Hebr']",tur_Latn,Labels,{'tur': 0.97},
me5_arab-script,"['arb_Arab', 'heb_Hebr']",tur_Latn,Base,"{'tur': 0.83, 'eng': 0.03, 'urd': 0.02, 'ara': 0.01}",0.8960644006729126
me5_arab-script,"['arb_Arab', 'heb_Hebr']",kaz_Cyrl,Labels,"{'kaz': 0.97, 'rus': 0.02}",
me5_arab-script,"['arb_Arab', 'heb_Hebr']",kaz_Cyrl,Base,"{'urd': 0.39, 'aze': 0.05, 'rus': 0.15, 'tur': 0.08, 'eng': 0.03, 'ara': 0.03, 'lav': 0.01, 'fas': 0.01}",0.8730992674827576
me5_arab-script,"['arb_Arab', 'heb_Hebr']",cmn_Hani,Labels,{'zho': 1.0},
me5_arab-script,"['arb_Arab', 'heb_Hebr']",cmn_Hani,Base,"{'zho': 0.94, 'ara': 0.02}",0.9077728986740112
me5_arab-script,"['arb_Arab', 'heb_Hebr']",jpn_Jpan,Labels,{'jpn': 0.99},
me5_arab-script,"['arb_Arab', 'heb_Hebr']",jpn_Jpan,Base,"{'jpn': 0.06, 'eng': 0.22, 'nld': 0.01, 'ara': 0.26, 'zho': 0.18, 'deu': 0.01, 'rus': 0.01, 'urd': 0.12, 'spa': 0.01}",0.8963925838470459
me5_arab-script,"['arb_Arab', 'heb_Hebr']",kor_Hang,Labels,"{'eng': 0.01, 'kor': 0.99}",
me5_arab-script,"['arb_Arab', 'heb_Hebr']",kor_Hang,Base,"{'ara': 0.66, 'urd': 0.06, 'eng': 0.05, 'fas': 0.01, 'deu': 0.02, 'zho': 0.01, 'rus': 0.01, 'pol': 0.01, 'fra': 0.01}",0.8947910666465759
me5_arab-script,"['arb_Arab', 'heb_Hebr']",mon_Cyrl,Labels,{'mon': 0.99},
me5_arab-script,"['arb_Arab', 'heb_Hebr']",mon_Cyrl,Base,"{'urd': 0.66, 'rus': 0.01, 'ara': 0.03, 'fas': 0.02, 'deu': 0.01, 'tur': 0.01, 'eng': 0.07}",0.9033824801445007
me5_arab-script,"['arb_Arab', 'heb_Hebr']",hun_Latn,Labels,{'hun': 0.99},
me5_arab-script,"['arb_Arab', 'heb_Hebr']",hun_Latn,Base,"{'tur': 0.11, 'ara': 0.18, 'rus': 0.01, 'swe': 0.01, 'deu': 0.05, 'fra': 0.03, 'eng': 0.05, 'pol': 0.04, 'lit': 0.01, 'fin': 0.01, 'ita': 0.01, 'hun': 0.01, 'spa': 0.02, 'aze': 0.02, 'yor': 0.01}",0.8670601844787598
me5_arab-script,"['arb_Arab', 'heb_Hebr']",mhr_Cyrl,Labels,"{'kaz': 0.16, 'rus': 0.4, 'mhr': 0.1, 'mon': 0.05, 'bel': 0.03}",
me5_arab-script,"['arb_Arab', 'heb_Hebr']",mhr_Cyrl,Base,"{'rus': 0.27, 'urd': 0.31, 'ara': 0.02, 'fas': 0.02, 'tur': 0.04, 'aze': 0.02, 'ukr': 0.02, 'nld': 0.01}",0.8896768093109131
me5_arab-script,"['arb_Arab', 'heb_Hebr']",fin_Latn,Labels,{'fin': 0.99},
me5_arab-script,"['arb_Arab', 'heb_Hebr']",fin_Latn,Base,"{'pol': 0.04, 'nld': 0.1, 'deu': 0.13, 'ara': 0.04, 'spa': 0.06, 'fin': 0.01, 'eng': 0.06, 'slk': 0.01, 'dan': 0.01, 'fra': 0.01, 'est': 0.01, 'rus': 0.06, 'ind': 0.01, 'ces': 0.01}",0.8785260915756226
me5_deu_Latn,['deu_Latn'],deu_Latn,Labels,{'deu': 1.0},
me5_deu_Latn,['deu_Latn'],deu_Latn,Base,{'deu': 0.99},0.9459874033927917
me5_deu_Latn,['deu_Latn'],deu_Latn,Step1,{'deu': 1.0},0.9562997817993164
me5_deu_Latn,['deu_Latn'],deu_Latn,Step50+sbeam8,{'deu': 1.0},0.9981898069381714
me5_deu_Latn,['deu_Latn'],ydd_Hebr,Labels,{'heb': 1.0},
me5_deu_Latn,['deu_Latn'],ydd_Hebr,Base,"{'deu': 0.84, 'eng': 0.02, 'swe': 0.01}",0.8722279071807861
me5_deu_Latn,['deu_Latn'],ydd_Hebr,Step1,"{'deu': 0.84, 'eng': 0.02}",0.8688660860061646
me5_deu_Latn,['deu_Latn'],heb_Hebr,Labels,{'heb': 1.0},
me5_deu_Latn,['deu_Latn'],heb_Hebr,Base,{'deu': 0.98},0.9000897407531738
me5_deu_Latn,['deu_Latn'],heb_Hebr,Step1,{'deu': 0.98},0.8967000842094421
me5_deu_Latn,['deu_Latn'],heb_Hebr,Step50+sbeam8,{'deu': 0.98},0.9033399820327759
me5_deu_Latn,['deu_Latn'],arb_Arab,Labels,{'ara': 1.0},
me5_deu_Latn,['deu_Latn'],arb_Arab,Base,"{'deu': 0.93, 'eng': 0.02}",0.8541250824928284
me5_deu_Latn,['deu_Latn'],arb_Arab,Step1,"{'deu': 0.95, 'eng': 0.02}",0.8378649353981018
me5_deu_Latn,['deu_Latn'],arb_Arab,Step50+sbeam8,"{'deu': 0.94, 'eng': 0.02, 'fra': 0.01}",0.8545173406600952
me5_deu_Latn,['deu_Latn'],amh_Ethi,Labels,"{'amh': 0.97, 'eng': 0.01}",
me5_deu_Latn,['deu_Latn'],amh_Ethi,Base,"{'deu': 0.79, 'eng': 0.01, 'swe': 0.01}",0.8434202671051025
me5_deu_Latn,['deu_Latn'],amh_Ethi,Step1,"{'eng': 0.01, 'deu': 0.81, 'fra': 0.01}",0.8415570259094238
me5_deu_Latn,['deu_Latn'],amh_Ethi,Step50+sbeam8,"{'deu': 0.85, 'eng': 0.01, 'vie': 0.01}",0.8445027470588684
me5_deu_Latn,['deu_Latn'],mlt_Latn,Labels,"{'mlt': 0.42, 'ita': 0.06, 'eng': 0.02}",
me5_deu_Latn,['deu_Latn'],mlt_Latn,Base,"{'eng': 0.09, 'deu': 0.69}",0.8969602584838867
me5_deu_Latn,['deu_Latn'],mlt_Latn,Step1,"{'deu': 0.75, 'eng': 0.05, 'fra': 0.01}",0.891637921333313
me5_deu_Latn,['deu_Latn'],mlt_Latn,Step50+sbeam8,"{'deu': 0.79, 'eng': 0.04, 'fra': 0.01}",0.9149786233901978
me5_deu_Latn,['deu_Latn'],hin_Deva,Labels,"{'hin': 0.82, 'eng': 0.12, 'mar': 0.01}",
me5_deu_Latn,['deu_Latn'],hin_Deva,Base,"{'fra': 0.02, 'eng': 0.28, 'deu': 0.47}",0.8760808706283569
me5_deu_Latn,['deu_Latn'],hin_Deva,Step1,"{'deu': 0.47, 'eng': 0.26, 'fra': 0.01}",0.8738921284675598
me5_deu_Latn,['deu_Latn'],urd_Arab,Labels,"{'urd': 0.98, 'fas': 0.01}",
me5_deu_Latn,['deu_Latn'],urd_Arab,Base,"{'deu': 0.8, 'eng': 0.09}",0.8820658922195435
me5_deu_Latn,['deu_Latn'],urd_Arab,Step1,"{'deu': 0.78, 'eng': 0.1}",0.864403486251831
me5_deu_Latn,['deu_Latn'],urd_Arab,Step50+sbeam8,"{'deu': 0.77, 'eng': 0.08, 'fra': 0.01}",0.8409620523452759
me5_deu_Latn,['deu_Latn'],guj_Gujr,Labels,{'guj': 1.0},
me5_deu_Latn,['deu_Latn'],guj_Gujr,Base,"{'deu': 0.85, 'eng': 0.04}",0.8649340271949768
me5_deu_Latn,['deu_Latn'],sin_Sinh,Labels,{'sin': 1.0},
me5_deu_Latn,['deu_Latn'],sin_Sinh,Base,"{'deu': 0.76, 'eng': 0.09, 'fin': 0.01, 'swe': 0.01}",0.8648887276649475
me5_deu_Latn,['deu_Latn'],sin_Sinh,Step1,"{'deu': 0.82, 'eng': 0.06, 'fra': 0.01}",0.8705187439918518
me5_deu_Latn,['deu_Latn'],pan_Guru,Labels,{'pan': 1.0},
me5_deu_Latn,['deu_Latn'],pan_Guru,Base,"{'deu': 0.87, 'eng': 0.03}",0.8640894889831543
me5_deu_Latn,['deu_Latn'],pan_Guru,Step1,"{'deu': 0.84, 'fra': 0.03, 'eng': 0.02}",0.8697797060012817
me5_deu_Latn,['deu_Latn'],pan_Guru,Step50+sbeam8,"{'deu': 0.84, 'fra': 0.03, 'eng': 0.02}",0.8195558786392212
me5_deu_Latn,['deu_Latn'],tur_Latn,Labels,{'tur': 0.97},
me5_deu_Latn,['deu_Latn'],tur_Latn,Base,"{'deu': 0.65, 'tur': 0.19, 'eng': 0.01, 'fra': 0.01, 'aze': 0.01}",0.8718822002410889
me5_deu_Latn,['deu_Latn'],tur_Latn,Step1,"{'deu': 0.8, 'tur': 0.08, 'eng': 0.01}",0.8591521978378296
