model,training,eval_lang,step,pred_langs,emb_cos_sim
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",deu_Latn,Labels,"{'deu': 0.89, 'eng': 0.04, 'por': 0.01, 'fra': 0.02, 'nld': 0.01, 'pol': 0.01, 'spa': 0.01}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",deu_Latn,Base,"{'deu': 0.91, 'fra': 0.03, 'eng': 0.03}",0.9173067808151245
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",deu_Latn,Step1,"{'deu': 0.91, 'fra': 0.02, 'eng': 0.04}",0.9191709756851196
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",deu_Latn,Step50+sbeam8,"{'deu': 0.9, 'fra': 0.03, 'eng': 0.05, 'spa': 0.01}",0.9471467137336731
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",ydd_Hebr,Labels,"{'heb': 0.97, 'fra': 0.02}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",ydd_Hebr,Base,"{'kaz': 0.74, 'fra': 0.03, 'ukr': 0.03, 'mon': 0.1, 'eng': 0.02, 'rus': 0.04, 'bel': 0.01, 'aze': 0.01, 'mkd': 0.01}",0.8937269449234009
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",ydd_Hebr,Step1,"{'mon': 0.28, 'kaz': 0.57, 'rus': 0.05, 'fra': 0.03, 'eng': 0.02, 'ukr': 0.02, 'bel': 0.01}",0.9075583219528198
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",ydd_Hebr,Step50+sbeam8,"{'kaz': 0.5, 'eng': 0.03, 'mon': 0.34, 'rus': 0.05, 'fra': 0.03, 'ukr': 0.03, 'bel': 0.01}",0.8455482721328735
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",heb_Hebr,Labels,"{'heb': 0.99, 'fra': 0.01}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",heb_Hebr,Base,"{'kor': 0.04, 'ben': 0.06, 'ukr': 0.02, 'ara': 0.02, 'heb': 0.03, 'mon': 0.11, 'rus': 0.04, 'eng': 0.11, 'kaz': 0.29, 'fra': 0.03, 'zho': 0.05, 'kat': 0.01, 'spa': 0.07, 'deu': 0.04, 'ell': 0.01, 'ita': 0.01, 'fin': 0.01, 'jpn': 0.02, 'yor': 0.01, 'fas': 0.01}",0.8910011053085327
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",heb_Hebr,Step1,"{'kor': 0.04, 'ara': 0.02, 'kaz': 0.54, 'ben': 0.04, 'eng': 0.1, 'mon': 0.05, 'zho': 0.01, 'rus': 0.07, 'bul': 0.01, 'jpn': 0.01, 'por': 0.01, 'deu': 0.03, 'fra': 0.02, 'spa': 0.01, 'ukr': 0.02}",0.8827314376831055
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",heb_Hebr,Step50+sbeam8,"{'kaz': 0.6, 'kor': 0.02, 'ben': 0.01, 'rus': 0.08, 'eng': 0.1, 'mon': 0.04, 'por': 0.01, 'ukr': 0.03, 'spa': 0.02, 'zho': 0.01, 'bul': 0.01, 'fra': 0.02, 'deu': 0.04, 'ara': 0.01}",0.8781983256340027
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",arb_Arab,Labels,"{'fas': 0.03, 'ara': 0.94, 'fra': 0.02}",
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",arb_Arab,Base,"{'ara': 0.53, 'eng': 0.25, 'mon': 0.07, 'fas': 0.05, 'fra': 0.02, 'kaz': 0.03, 'rus': 0.02, 'fin': 0.01}",0.8892213106155396
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",arb_Arab,Step1,"{'ara': 0.57, 'fra': 0.02, 'eng': 0.22, 'kaz': 0.02, 'fas': 0.03, 'rus': 0.02, 'mon': 0.1}",0.8767746686935425
me5_cyrl-script,"['kaz_Cyrl', 'mon_Cyrl']",arb_Arab,Step50+sbeam8,"{'ara': 0.52, 'fas': 0.02, 'eng': 0.23, 'kaz': 0.02, 'rus': 0.03, 'mon': 0.12, 'fra': 0.02, 'fin': 0.01}",0.8101757764816284
