lang,mse,mae
eng_Latn,0.007449929999999999,0.07009411764705879
deu_Latn,0.012913840588235309,0.05100588235294121
cmn_Hani,0.008404390588235295,0.05148823529411766
tur_Latn,0.0022876902941176462,0.025632352941176467
kaz_Cyrl,0.0016209697058823542,0.014050000000000002
hun_Latn,2.5411764705882346e-07,0.00014117647058823528
fin_Latn,0.0005434211764705878,0.007211764705882351
heb_Hebr,0.001103955,0.012591176470588232
arb_Arab,0.00190541,0.01070588235294118
mon_Cyrl,0.0063943299999999976,0.020035294117647054
hin_Deva,1.2365294117647074e-05,0.0007000000000000003
other,0.027919958529411742,0.13090294117647056
avg,0.005879709607843136,0.03287990196078431
