lang,mse,mae
deu_Latn,0.008927044741379309,0.025228448275862063
jpn_Jpan,0.009979488965517236,0.024963793103448265
cmn_Hani,0.014187515172413791,0.037968965517241375
eng_Latn,0.011504284913793095,0.06726293103448275
urd_Arab,0.020531722586206898,0.04201034482758621
tur_Latn,0.012557105009578549,0.04826867816091957
arb_Arab,0.006242253189655178,0.023956034482758647
guj_Gujr,0.03551515853448271,0.06800948275862066
heb_Hebr,0.006275755086206896,0.016731896551724138
kaz_Cyrl,0.01086479586206896,0.042991379310344816
mon_Cyrl,0.009091963189655172,0.02103362068965517
hun_Latn,0.0005968387068965513,0.0030784482758620686
fin_Latn,0.004199254396551723,0.007949137931034482
hin_Deva,0.01617533,0.04822068965517243
kor_Hang,0.0004965517241379311,0.0020689655172413794
pan_Guru,0.01644650534482758,0.03926896551724138
other,0.004866795603448279,0.0495594827586207
avg,0.011085786060401167,0.03344536849222447
