lang,mse,mae
deu_Latn,0.006021961530612252,0.0298948979591837
jpn_Jpan,0.002708363265306129,0.013136734693877562
cmn_Hani,0.0033732564285714303,0.01988673469387755
eng_Latn,0.017357071020408173,0.08405102040816327
urd_Arab,0.015161547448979594,0.05296428571428571
tur_Latn,0.02337766285714285,0.07548979591836738
arb_Arab,0.021323128163265315,0.04697142857142858
guj_Gujr,0.019497471836734694,0.049938775510204085
heb_Hebr,0.012245128367346945,0.021318367346938788
kaz_Cyrl,0.013377211326530618,0.04375408163265307
mon_Cyrl,0.012852244387755094,0.02107244897959184
hun_Latn,0.00018768306122448998,0.0031469387755102053
fin_Latn,5.38545918367347e-05,0.001470408163265306
hin_Deva,0.025723697755102047,0.07631632653061225
kor_Hang,2.9387755102040814e-07,7.346938775510205e-05
pan_Guru,0.023916037857142844,0.04461122448979591
other,0.004821880408163264,0.05088979591836733
avg,0.011882264363745499,0.037352160864345736
