lang,mse,mae
deu_Latn,0.004621401033519556,0.018396927374301687
jpn_Jpan,0.002923617821229048,0.011752513966480443
cmn_Hani,0.002740806201117319,0.014245810055865926
eng_Latn,0.005365068826815646,0.04708212290502795
tur_Latn,0.010361471284916199,0.04237821229050281
urd_Arab,0.0077052016480446935,0.030900837988826816
arb_Arab,0.002764757290502794,0.01441815642458101
hun_Latn,0.0008241306703910624,0.0053201117318435786
fin_Latn,0.001481620698324022,0.004943854748603351
pan_Guru,0.007966586117318437,0.02850810055865921
guj_Gujr,0.01004976399441341,0.03727793296089387
heb_Hebr,0.003940147653631287,0.011985474860335198
kaz_Cyrl,0.009213481061452523,0.03643296089385478
mon_Cyrl,0.006980284329608943,0.018875698324022354
hin_Deva,0.008012485921787708,0.027301117318435764
kor_Hang,2.5165949720670407e-05,0.0005388268156424583
other,0.004572443882681565,0.04404273743016759
avg,0.005267554963851463,0.02320008215576734
