lang,mse,mae
deu_Latn,0.004456588659217879,0.017994413407821236
jpn_Jpan,0.0029015784916201098,0.011827374301675976
cmn_Hani,0.0029220803072625675,0.014936033519553074
eng_Latn,0.004835089357541902,0.044957821229050295
tur_Latn,0.008668556089385476,0.03742569832402237
urd_Arab,0.007491577765363128,0.028529608938547484
arb_Arab,0.00344334779329609,0.015457262569832408
hun_Latn,0.0004272366480446926,0.003410055865921787
fin_Latn,0.0015457576815642456,0.005080726256983239
pan_Guru,0.007665165726256982,0.027289106145251388
guj_Gujr,0.008367851312849166,0.033780726256983265
heb_Hebr,0.00373648340782123,0.011987150837988828
kaz_Cyrl,0.00796179958100559,0.033176256983240233
mon_Cyrl,0.005382517681564251,0.017687430167597776
hin_Deva,0.0065160166759776535,0.02461256983240224
kor_Hang,2.829684357541901e-05,0.000573463687150838
other,0.004294847402234637,0.042314804469273735
avg,0.0047438112602694715,0.021825911929017422
