lang,mse,mae
deu_Latn,0.003941655623646111,0.016920550678371928
jpn_Jpan,0.002433335586592179,0.010637430167597767
cmn_Hani,0.002547808337234603,0.013531664671455168
eng_Latn,0.003089148502498452,0.03469838919925514
tur_Latn,0.008923182970398822,0.03442125232774677
urd_Arab,0.006275849925946616,0.024933864059590315
arb_Arab,0.0023073094770251386,0.011470935754189943
hun_Latn,0.000530347262569833,0.003273184357541901
fin_Latn,0.0018757348603351937,0.005013966480446925
pan_Guru,0.003721693743016759,0.019091061452513956
guj_Gujr,0.006029359804469274,0.02592653631284918
heb_Hebr,0.0031700416191651156,0.010911247672253257
kaz_Cyrl,0.0046899709770251395,0.024046913407821252
mon_Cyrl,0.00386358665055866,0.015168519553072635
hin_Deva,0.005105283938547484,0.020334916201117315
kor_Hang,3.968854748603351e-06,0.000126536312849162
other,0.0031344553620054724,0.034649305666400634
avg,0.0036260431468107916,0.01795036907500431
