lang,mse,mae
deu_Latn,0.004487242094972072,0.018177932960893865
jpn_Jpan,0.0027046277094972056,0.011075977653631287
cmn_Hani,0.0028349711452513968,0.014572346368715086
eng_Latn,0.005073905642458104,0.04649888268156426
tur_Latn,0.010478290251396648,0.042285754189944146
urd_Arab,0.007488212094972067,0.028469553072625702
arb_Arab,0.0026602648882681572,0.014266201117318439
hun_Latn,0.0008268729888268164,0.0053829608938547515
fin_Latn,0.001603470111731843,0.005131843575418993
pan_Guru,0.008261488491620112,0.027861452513966472
guj_Gujr,0.010515039776536315,0.03860670391061455
heb_Hebr,0.003609700754189947,0.011513687150837995
kaz_Cyrl,0.007854212737430172,0.03277318435754191
mon_Cyrl,0.009398641871508384,0.022010893854748616
hin_Deva,0.009782945418994408,0.02921229050279329
kor_Hang,3.1785195530726257e-06,0.0001270949720670391
other,0.004236148631284917,0.04117737430167597
avg,0.005401130184028919,0.022890831416365436
