lang,mse,mae
deu_Latn,0.004026941533462552,0.016906863527533934
jpn_Jpan,0.0019124966480446924,0.009725698324022345
cmn_Hani,0.0022727465054131974,0.01341481178504921
eng_Latn,0.0034540394888041754,0.036105432960893885
tur_Latn,0.007343590974650835,0.03670995810055866
urd_Arab,0.006106703136001529,0.02484073024740622
arb_Arab,0.0024121809610846657,0.012363528198989093
hun_Latn,0.0005342746648044697,0.003349441340782124
fin_Latn,0.0018789235474860318,0.004998603351955306
pan_Guru,0.004947856648044692,0.021882122905027925
guj_Gujr,0.006229645698324026,0.02639608938547488
heb_Hebr,0.0034055732697082564,0.011379329608938548
kaz_Cyrl,0.005922648693854749,0.027379292364990693
mon_Cyrl,0.0023617653765440737,0.010567425512104293
hin_Deva,0.0034865192178770922,0.018229050279329608
kor_Hang,5.213184357541899e-06,0.00022513966480446925
other,0.0030075035294687977,0.03582323822825219
avg,0.0034887425339959633,0.01825275034035961
