lang,mse,mae
deu_Latn,0.004549461983240227,0.018350558659217885
jpn_Jpan,0.002983424944134078,0.01188519553072626
cmn_Hani,0.0028747201955307234,0.014761173184357544
eng_Latn,0.004797924050279333,0.04462709497206705
tur_Latn,0.008641385474860333,0.03769888268156426
urd_Arab,0.008096332346368716,0.029212849162011178
arb_Arab,0.0034257733798882684,0.01567346368715084
hun_Latn,0.00042107458100558654,0.0033893854748603346
fin_Latn,0.0015880315083798878,0.005162011173184358
pan_Guru,0.007859782011173183,0.02754972067039105
guj_Gujr,0.008308913268156429,0.03355837988826818
heb_Hebr,0.003895942653631286,0.012205865921787708
kaz_Cyrl,0.007638226564245811,0.03268296089385476
mon_Cyrl,0.005327004134078218,0.017459217877094986
hin_Deva,0.006667149301675978,0.024905307262569842
kor_Hang,3.654754189944136e-05,0.0006620111731843577
other,0.004325953463687151,0.04262011173184357
avg,0.004790449847190273,0.021906128820243186
