lang,mse,mae
deu_Latn,0.004458243156424583,0.01838016759776537
jpn_Jpan,0.0028163864525139657,0.01096173184357542
cmn_Hani,0.0027809927653631257,0.014297486033519555
eng_Latn,0.004721947458100562,0.04515670391061455
tur_Latn,0.010459476731843578,0.04297178770949723
urd_Arab,0.007957373854748604,0.028516759776536317
arb_Arab,0.0028755028491620122,0.014558100558659224
hun_Latn,0.0008361340502793305,0.00551983240223464
fin_Latn,0.0016864934357541897,0.005341061452513967
pan_Guru,0.008209769720670392,0.02810893854748603
guj_Gujr,0.009916644134078214,0.03753687150837991
heb_Hebr,0.003526294106145253,0.011199162011173188
kaz_Cyrl,0.007980240614525142,0.032972067039106163
mon_Cyrl,0.008914287597765367,0.021196089385474872
hin_Deva,0.009085602458100552,0.027472625698324014
kor_Hang,5.44745810055866e-06,0.0001488826815642458
other,0.004290549776536314,0.04155530726256983
avg,0.0053247874482418665,0.022699622083470265
