model,training,eval_lang,step,pred_langs,emb_cos_sim
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",mlt_Latn,Step1,"{'eng_Latn': 0.29, 'cmn_Hani': 0.37}",0.8964741230010986
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",mlt_Latn,Step50+sbeam8,"{'eng_Latn': 0.31, 'cmn_Hani': 0.32}",0.9194412231445312
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",mlt_Latn,Base,"{'jpn_Jpan': 0.11, 'eng_Latn': 0.33, 'cmn_Hani': 0.2}",0.8905705213546753
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}",
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",hin_Deva,Step1,"{'cmn_Hani': 0.63, 'eng_Latn': 0.23, 'jpn_Jpan': 0.08}",0.8752604126930237
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",hin_Deva,Step50+sbeam8,"{'cmn_Hani': 0.69, 'eng_Latn': 0.24}",0.8904078006744385
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",hin_Deva,Base,"{'cmn_Hani': 0.12, 'eng_Latn': 0.24, 'jpn_Jpan': 0.56}",0.8870844841003418
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",urd_Arab,Labels,{'urd_Arab': 0.98},
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",urd_Arab,Step1,{'cmn_Hani': 0.95},0.8753520846366882
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",urd_Arab,Step50+sbeam8,{'cmn_Hani': 0.96},0.8767504692077637
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",urd_Arab,Base,"{'jpn_Jpan': 0.63, 'cmn_Hani': 0.32}",0.875221848487854
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",guj_Gujr,Labels,{'guj_Gujr': 0.99},
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",guj_Gujr,Step1,{'cmn_Hani': 0.92},0.8746283054351807
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",guj_Gujr,Step50+sbeam8,{'cmn_Hani': 0.93},0.8832488059997559
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",guj_Gujr,Base,"{'jpn_Jpan': 0.61, 'cmn_Hani': 0.34}",0.8705364465713501
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",sin_Sinh,Labels,{'eng_Latn': 0.19},
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",sin_Sinh,Step1,"{'cmn_Hani': 0.88, 'jpn_Jpan': 0.07}",0.8752527832984924
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",sin_Sinh,Step50+sbeam8,{'cmn_Hani': 0.91},0.8418726921081543
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",sin_Sinh,Base,"{'jpn_Jpan': 0.82, 'cmn_Hani': 0.14}",0.8708637356758118
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",pan_Guru,Labels,{'pan_Guru': 1.0},
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",pan_Guru,Step1,{'cmn_Hani': 0.87},0.8311924934387207
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",pan_Guru,Step50+sbeam8,{'cmn_Hani': 0.86},0.8106852769851685
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",pan_Guru,Base,"{'jpn_Jpan': 0.62, 'cmn_Hani': 0.3}",0.8554432392120361
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",tur_Latn,Labels,{'tur_Latn': 0.99},
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",tur_Latn,Step1,"{'jpn_Jpan': 0.55, 'tur_Latn': 0.07, 'cmn_Hani': 0.07}",0.8667924404144287
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",tur_Latn,Step50+sbeam8,"{'cmn_Hani': 0.13, 'jpn_Jpan': 0.47, 'eng_Latn': 0.09}",0.8308515548706055
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",tur_Latn,Base,"{'jpn_Jpan': 0.6, 'eng_Latn': 0.09}",0.8559980392456055
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",kaz_Cyrl,Labels,{'kaz_Cyrl': 0.99},
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",kaz_Cyrl,Step1,"{'cmn_Hani': 0.61, 'jpn_Jpan': 0.27}",0.8705863356590271
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",kaz_Cyrl,Step50+sbeam8,"{'cmn_Hani': 0.67, 'jpn_Jpan': 0.18}",0.871009886264801
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",kaz_Cyrl,Base,"{'jpn_Jpan': 0.71, 'cmn_Hani': 0.13, 'eng_Latn': 0.06}",0.8426529169082642
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",cmn_Hani,Labels,{'cmn_Hani': 1.0},
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",cmn_Hani,Step1,{'cmn_Hani': 0.99},0.9548758268356323
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",cmn_Hani,Step50+sbeam8,{'cmn_Hani': 1.0},0.9476442337036133
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",cmn_Hani,Base,{'cmn_Hani': 1.0},0.9474896788597107
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",jpn_Jpan,Labels,{'jpn_Jpan': 0.99},
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",jpn_Jpan,Step1,{'jpn_Jpan': 0.99},0.9698201417922974
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",jpn_Jpan,Step50+sbeam8,{'jpn_Jpan': 0.98},0.9665595293045044
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",jpn_Jpan,Base,{'jpn_Jpan': 0.99},0.9534509181976318
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",kor_Hang,Labels,{'kor_Hang': 0.99},
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",kor_Hang,Step1,"{'jpn_Jpan': 0.47, 'cmn_Hani': 0.44}",0.8906453847885132
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",kor_Hang,Step50+sbeam8,"{'cmn_Hani': 0.52, 'jpn_Jpan': 0.33, 'eng_Latn': 0.06}",0.9284402132034302
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",kor_Hang,Base,"{'jpn_Jpan': 0.78, 'cmn_Hani': 0.13}",0.912419319152832
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",mon_Cyrl,Labels,{'mon_Cyrl': 0.99},
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",mon_Cyrl,Step1,"{'cmn_Hani': 0.72, 'jpn_Jpan': 0.17}",0.8744539022445679
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",mon_Cyrl,Step50+sbeam8,"{'cmn_Hani': 0.77, 'jpn_Jpan': 0.08}",0.8743945360183716
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",mon_Cyrl,Base,"{'jpn_Jpan': 0.72, 'cmn_Hani': 0.17}",0.8865650296211243
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",hun_Latn,Labels,{'hun_Latn': 1.0},
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",hun_Latn,Step1,"{'jpn_Jpan': 0.19, 'deu_Latn': 0.09, 'cmn_Hani': 0.32, 'eng_Latn': 0.06}",0.8743311166763306
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",hun_Latn,Step50+sbeam8,"{'jpn_Jpan': 0.11, 'cmn_Hani': 0.44, 'deu_Latn': 0.07, 'eng_Latn': 0.06}",0.8746664524078369
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",hun_Latn,Base,"{'jpn_Jpan': 0.36, 'deu_Latn': 0.17, 'eng_Latn': 0.08, 'cmn_Hani': 0.06}",0.8797668218612671
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",mhr_Cyrl,Labels,"{'kaz_Cyrl': 0.61, 'mon_Cyrl': 0.26}",
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",mhr_Cyrl,Step1,"{'jpn_Jpan': 0.45, 'cmn_Hani': 0.42}",0.8381307125091553
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",mhr_Cyrl,Step50+sbeam8,"{'jpn_Jpan': 0.24, 'cmn_Hani': 0.54}",0.8554568290710449
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",mhr_Cyrl,Base,"{'jpn_Jpan': 0.7, 'cmn_Hani': 0.12}",0.8598434329032898
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",fin_Latn,Labels,{'fin_Latn': 0.99},
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",fin_Latn,Step1,"{'eng_Latn': 0.08, 'jpn_Jpan': 0.45, 'cmn_Hani': 0.21}",0.8517799377441406
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",fin_Latn,Step50+sbeam8,"{'eng_Latn': 0.11, 'cmn_Hani': 0.38, 'jpn_Jpan': 0.26}",0.8245886564254761
cmn_jpn,"['cmn_Hani', 'jpn_Jpan']",fin_Latn,Base,"{'jpn_Jpan': 0.58, 'deu_Latn': 0.06, 'eng_Latn': 0.09}",0.882253885269165
tur_urd,"['tur_Latn', 'urd_Arab']",deu_Latn,Labels,{'deu_Latn': 1.0},
tur_urd,"['tur_Latn', 'urd_Arab']",deu_Latn,Base,{'deu_Latn': 0.98},0.9153903722763062
tur_urd,"['tur_Latn', 'urd_Arab']",deu_Latn,Step1,{'deu_Latn': 0.97},0.9277815818786621
tur_urd,"['tur_Latn', 'urd_Arab']",deu_Latn,Step50+sbeam8,{'deu_Latn': 0.93},0.9313411712646484
tur_urd,"['tur_Latn', 'urd_Arab']",ydd_Hebr,Labels,{'heb_Hebr': 0.99},
tur_urd,"['tur_Latn', 'urd_Arab']",ydd_Hebr,Base,"{'urd_Arab': 0.34, 'eng_Latn': 0.06, 'tur_Latn': 0.47}",0.8808702230453491
tur_urd,"['tur_Latn', 'urd_Arab']",ydd_Hebr,Step1,"{'urd_Arab': 0.7, 'tur_Latn': 0.15, 'eng_Latn': 0.06}",0.8631976842880249
tur_urd,"['tur_Latn', 'urd_Arab']",ydd_Hebr,Step50+sbeam8,"{'urd_Arab': 0.82, 'tur_Latn': 0.07}",0.8208776712417603
tur_urd,"['tur_Latn', 'urd_Arab']",heb_Hebr,Labels,{'heb_Hebr': 1.0},
tur_urd,"['tur_Latn', 'urd_Arab']",heb_Hebr,Base,"{'urd_Arab': 0.35, 'tur_Latn': 0.48}",0.8794872760772705
tur_urd,"['tur_Latn', 'urd_Arab']",heb_Hebr,Step1,"{'arb_Arab': 0.16, 'urd_Arab': 0.34, 'tur_Latn': 0.33}",0.8650762438774109
tur_urd,"['tur_Latn', 'urd_Arab']",heb_Hebr,Step50+sbeam8,"{'arb_Arab': 0.18, 'urd_Arab': 0.36, 'tur_Latn': 0.28}",0.8530698418617249
tur_urd,"['tur_Latn', 'urd_Arab']",arb_Arab,Labels,{'arb_Arab': 1.0},
tur_urd,"['tur_Latn', 'urd_Arab']",arb_Arab,Base,{'arb_Arab': 0.96},0.9243868589401245
tur_urd,"['tur_Latn', 'urd_Arab']",arb_Arab,Step1,{'arb_Arab': 0.95},0.9608653783798218
tur_urd,"['tur_Latn', 'urd_Arab']",arb_Arab,Step50+sbeam8,{'arb_Arab': 0.94},0.9533790946006775
tur_urd,"['tur_Latn', 'urd_Arab']",amh_Ethi,Labels,"{'amh_Ethi': 0.81, 'eng_Latn': 0.14}",
tur_urd,"['tur_Latn', 'urd_Arab']",amh_Ethi,Base,"{'tur_Latn': 0.48, 'urd_Arab': 0.43}",0.8605462908744812
tur_urd,"['tur_Latn', 'urd_Arab']",amh_Ethi,Step1,"{'tur_Latn': 0.37, 'urd_Arab': 0.53}",0.8414797782897949
tur_urd,"['tur_Latn', 'urd_Arab']",amh_Ethi,Step50+sbeam8,"{'urd_Arab': 0.63, 'tur_Latn': 0.31}",0.8634952306747437
tur_urd,"['tur_Latn', 'urd_Arab']",mlt_Latn,Labels,"{'eng_Latn': 0.13, 'deu_Latn': 0.19, 'mlt_Latn': 0.24, 'fin_Latn': 0.11}",
tur_urd,"['tur_Latn', 'urd_Arab']",mlt_Latn,Base,"{'eng_Latn': 0.2, 'tur_Latn': 0.6}",0.9030984044075012
tur_urd,"['tur_Latn', 'urd_Arab']",mlt_Latn,Step1,"{'tur_Latn': 0.63, 'eng_Latn': 0.2}",0.9008704423904419
tur_urd,"['tur_Latn', 'urd_Arab']",mlt_Latn,Step50+sbeam8,"{'tur_Latn': 0.64, 'eng_Latn': 0.17}",0.8899776339530945
tur_urd,"['tur_Latn', 'urd_Arab']",hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}",
tur_urd,"['tur_Latn', 'urd_Arab']",hin_Deva,Base,"{'urd_Arab': 0.74, 'eng_Latn': 0.24}",0.9032766222953796
tur_urd,"['tur_Latn', 'urd_Arab']",hin_Deva,Step1,"{'urd_Arab': 0.76, 'eng_Latn': 0.21}",0.9109600782394409
tur_urd,"['tur_Latn', 'urd_Arab']",hin_Deva,Step50+sbeam8,"{'urd_Arab': 0.74, 'eng_Latn': 0.23}",0.9424554705619812
tur_urd,"['tur_Latn', 'urd_Arab']",urd_Arab,Labels,{'urd_Arab': 0.98},
tur_urd,"['tur_Latn', 'urd_Arab']",urd_Arab,Base,{'urd_Arab': 0.97},0.9574335217475891
tur_urd,"['tur_Latn', 'urd_Arab']",urd_Arab,Step1,{'urd_Arab': 0.97},0.963182270526886
tur_urd,"['tur_Latn', 'urd_Arab']",urd_Arab,Step50+sbeam8,{'urd_Arab': 0.98},0.9840680360794067
tur_urd,"['tur_Latn', 'urd_Arab']",guj_Gujr,Labels,{'guj_Gujr': 0.99},
tur_urd,"['tur_Latn', 'urd_Arab']",guj_Gujr,Base,{'urd_Arab': 0.94},0.896515429019928
tur_urd,"['tur_Latn', 'urd_Arab']",guj_Gujr,Step1,{'urd_Arab': 0.97},0.8995563387870789
tur_urd,"['tur_Latn', 'urd_Arab']",guj_Gujr,Step50+sbeam8,{'urd_Arab': 0.97},0.9254744648933411
tur_urd,"['tur_Latn', 'urd_Arab']",sin_Sinh,Labels,{'eng_Latn': 0.19},
tur_urd,"['tur_Latn', 'urd_Arab']",sin_Sinh,Base,{'urd_Arab': 0.9},0.903121829032898
tur_urd,"['tur_Latn', 'urd_Arab']",sin_Sinh,Step1,{'urd_Arab': 0.92},0.918598473072052
tur_urd,"['tur_Latn', 'urd_Arab']",sin_Sinh,Step50+sbeam8,{'urd_Arab': 0.94},0.9145556688308716
tur_urd,"['tur_Latn', 'urd_Arab']",pan_Guru,Labels,{'pan_Guru': 1.0},
tur_urd,"['tur_Latn', 'urd_Arab']",pan_Guru,Base,{'urd_Arab': 0.98},0.9025365114212036
tur_urd,"['tur_Latn', 'urd_Arab']",pan_Guru,Step1,{'urd_Arab': 0.99},0.9084460735321045
tur_urd,"['tur_Latn', 'urd_Arab']",pan_Guru,Step50+sbeam8,{'urd_Arab': 0.99},0.8964213728904724
tur_urd,"['tur_Latn', 'urd_Arab']",tur_Latn,Labels,{'tur_Latn': 0.99},
tur_urd,"['tur_Latn', 'urd_Arab']",tur_Latn,Base,{'tur_Latn': 0.99},0.9373393654823303
tur_urd,"['tur_Latn', 'urd_Arab']",tur_Latn,Step1,{'tur_Latn': 0.99},0.9630939960479736
tur_urd,"['tur_Latn', 'urd_Arab']",tur_Latn,Step50+sbeam8,{'tur_Latn': 0.99},0.9083292484283447
tur_urd,"['tur_Latn', 'urd_Arab']",kaz_Cyrl,Labels,{'kaz_Cyrl': 0.99},
tur_urd,"['tur_Latn', 'urd_Arab']",kaz_Cyrl,Base,{'tur_Latn': 0.96},0.8851205110549927
tur_urd,"['tur_Latn', 'urd_Arab']",kaz_Cyrl,Step1,{'tur_Latn': 0.97},0.9228696227073669
tur_urd,"['tur_Latn', 'urd_Arab']",kaz_Cyrl,Step50+sbeam8,{'tur_Latn': 0.97},0.9151252508163452
tur_urd,"['tur_Latn', 'urd_Arab']",cmn_Hani,Labels,{'cmn_Hani': 1.0},
tur_urd,"['tur_Latn', 'urd_Arab']",cmn_Hani,Base,"{'tur_Latn': 0.74, 'urd_Arab': 0.11, 'cmn_Hani': 0.09}",0.8704984188079834
tur_urd,"['tur_Latn', 'urd_Arab']",cmn_Hani,Step1,"{'tur_Latn': 0.74, 'urd_Arab': 0.14}",0.8412246704101562
tur_urd,"['tur_Latn', 'urd_Arab']",cmn_Hani,Step50+sbeam8,"{'tur_Latn': 0.73, 'urd_Arab': 0.13, 'eng_Latn': 0.06}",0.8356317281723022
tur_urd,"['tur_Latn', 'urd_Arab']",jpn_Jpan,Labels,{'jpn_Jpan': 0.99},
tur_urd,"['tur_Latn', 'urd_Arab']",jpn_Jpan,Base,"{'tur_Latn': 0.8, 'eng_Latn': 0.06, 'urd_Arab': 0.1}",0.8923749327659607
tur_urd,"['tur_Latn', 'urd_Arab']",jpn_Jpan,Step1,"{'tur_Latn': 0.72, 'urd_Arab': 0.15}",0.8518036603927612
tur_urd,"['tur_Latn', 'urd_Arab']",jpn_Jpan,Step50+sbeam8,"{'urd_Arab': 0.16, 'tur_Latn': 0.65, 'eng_Latn': 0.08}",0.8374370336532593
tur_urd,"['tur_Latn', 'urd_Arab']",kor_Hang,Labels,{'kor_Hang': 0.99},
tur_urd,"['tur_Latn', 'urd_Arab']",kor_Hang,Base,{'tur_Latn': 0.95},0.8898313045501709
tur_urd,"['tur_Latn', 'urd_Arab']",kor_Hang,Step1,{'tur_Latn': 0.93},0.899372935295105
tur_urd,"['tur_Latn', 'urd_Arab']",kor_Hang,Step50+sbeam8,"{'eng_Latn': 0.07, 'tur_Latn': 0.9}",0.9427112340927124
tur_urd,"['tur_Latn', 'urd_Arab']",mon_Cyrl,Labels,{'mon_Cyrl': 0.99},
tur_urd,"['tur_Latn', 'urd_Arab']",mon_Cyrl,Base,"{'urd_Arab': 0.11, 'tur_Latn': 0.81}",0.8809913396835327
tur_urd,"['tur_Latn', 'urd_Arab']",mon_Cyrl,Step1,"{'urd_Arab': 0.21, 'tur_Latn': 0.74}",0.8948637843132019
tur_urd,"['tur_Latn', 'urd_Arab']",mon_Cyrl,Step50+sbeam8,"{'urd_Arab': 0.27, 'tur_Latn': 0.66}",0.897087037563324
tur_urd,"['tur_Latn', 'urd_Arab']",hun_Latn,Labels,{'hun_Latn': 1.0},
tur_urd,"['tur_Latn', 'urd_Arab']",hun_Latn,Base,{'tur_Latn': 0.83},0.9126073122024536
tur_urd,"['tur_Latn', 'urd_Arab']",hun_Latn,Step1,"{'tur_Latn': 0.48, 'hun_Latn': 0.4}",0.9155938625335693
tur_urd,"['tur_Latn', 'urd_Arab']",hun_Latn,Step50+sbeam8,"{'tur_Latn': 0.56, 'hun_Latn': 0.32}",0.8886396884918213
tur_urd,"['tur_Latn', 'urd_Arab']",mhr_Cyrl,Labels,"{'kaz_Cyrl': 0.61, 'mon_Cyrl': 0.26}",
tur_urd,"['tur_Latn', 'urd_Arab']",mhr_Cyrl,Base,{'tur_Latn': 0.95},0.897390604019165
tur_urd,"['tur_Latn', 'urd_Arab']",mhr_Cyrl,Step1,{'tur_Latn': 0.9},0.8539338707923889
tur_urd,"['tur_Latn', 'urd_Arab']",mhr_Cyrl,Step50+sbeam8,{'tur_Latn': 0.84},0.8757652044296265
tur_urd,"['tur_Latn', 'urd_Arab']",fin_Latn,Labels,{'fin_Latn': 0.99},
tur_urd,"['tur_Latn', 'urd_Arab']",fin_Latn,Base,{'tur_Latn': 0.86},0.9080723524093628
tur_urd,"['tur_Latn', 'urd_Arab']",fin_Latn,Step1,"{'fin_Latn': 0.25, 'tur_Latn': 0.66}",0.9083088636398315
tur_urd,"['tur_Latn', 'urd_Arab']",fin_Latn,Step50+sbeam8,"{'fin_Latn': 0.21, 'tur_Latn': 0.68}",0.9003421664237976
pan_Guru,['pan_Guru'],deu_Latn,Labels,{'deu_Latn': 1.0},
pan_Guru,['pan_Guru'],deu_Latn,Base,"{'eng_Latn': 0.55, 'pan_Guru': 0.39}",0.8664267063140869
pan_Guru,['pan_Guru'],deu_Latn,Step50+sbeam8,{},0.7435889840126038
pan_Guru,['pan_Guru'],ydd_Hebr,Labels,{'heb_Hebr': 0.99},
pan_Guru,['pan_Guru'],ydd_Hebr,Base,{'pan_Guru': 0.97},0.9100042581558228
pan_Guru,['pan_Guru'],ydd_Hebr,Step1,{},0.7781869173049927
pan_Guru,['pan_Guru'],ydd_Hebr,Step50+sbeam8,{},0.7842010259628296
pan_Guru,['pan_Guru'],heb_Hebr,Labels,{'heb_Hebr': 1.0},
pan_Guru,['pan_Guru'],heb_Hebr,Base,{'pan_Guru': 0.94},0.892135500907898
pan_Guru,['pan_Guru'],heb_Hebr,Step1,{},0.7762553095817566
pan_Guru,['pan_Guru'],heb_Hebr,Step50+sbeam8,{},0.7753543257713318
pan_Guru,['pan_Guru'],arb_Arab,Labels,{'arb_Arab': 1.0},
pan_Guru,['pan_Guru'],arb_Arab,Base,"{'eng_Latn': 0.53, 'pan_Guru': 0.42}",0.8564260005950928
pan_Guru,['pan_Guru'],arb_Arab,Step1,{},0.7316086292266846
pan_Guru,['pan_Guru'],arb_Arab,Step50+sbeam8,{},0.7446972131729126
pan_Guru,['pan_Guru'],amh_Ethi,Labels,"{'amh_Ethi': 0.81, 'eng_Latn': 0.14}",
pan_Guru,['pan_Guru'],amh_Ethi,Base,{'pan_Guru': 0.98},0.85831618309021
pan_Guru,['pan_Guru'],amh_Ethi,Step1,{},0.7705873847007751
pan_Guru,['pan_Guru'],amh_Ethi,Step50+sbeam8,{},0.774540901184082
pan_Guru,['pan_Guru'],mlt_Latn,Labels,"{'eng_Latn': 0.13, 'deu_Latn': 0.19, 'mlt_Latn': 0.24, 'fin_Latn': 0.11}",
pan_Guru,['pan_Guru'],mlt_Latn,Base,"{'eng_Latn': 0.46, 'pan_Guru': 0.41}",0.8897718787193298
pan_Guru,['pan_Guru'],mlt_Latn,Step1,{},0.7717430591583252
pan_Guru,['pan_Guru'],mlt_Latn,Step50+sbeam8,{},0.7670196890830994
pan_Guru,['pan_Guru'],hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}",
pan_Guru,['pan_Guru'],hin_Deva,Base,"{'eng_Latn': 0.3, 'pan_Guru': 0.68}",0.9188077449798584
pan_Guru,['pan_Guru'],hin_Deva,Step1,{},0.7446993589401245
pan_Guru,['pan_Guru'],hin_Deva,Step50+sbeam8,{},0.7567253112792969
pan_Guru,['pan_Guru'],urd_Arab,Labels,{'urd_Arab': 0.98},
pan_Guru,['pan_Guru'],urd_Arab,Base,{'pan_Guru': 0.96},0.9220116138458252
pan_Guru,['pan_Guru'],urd_Arab,Step1,{},0.7686768770217896
pan_Guru,['pan_Guru'],urd_Arab,Step50+sbeam8,{},0.765398383140564
pan_Guru,['pan_Guru'],guj_Gujr,Labels,{'guj_Gujr': 0.99},
pan_Guru,['pan_Guru'],guj_Gujr,Base,{'pan_Guru': 0.99},0.9475136995315552
pan_Guru,['pan_Guru'],guj_Gujr,Step1,{},0.7480088472366333
pan_Guru,['pan_Guru'],guj_Gujr,Step50+sbeam8,{},0.746412456035614
pan_Guru,['pan_Guru'],sin_Sinh,Labels,{'eng_Latn': 0.19},
pan_Guru,['pan_Guru'],sin_Sinh,Base,{'pan_Guru': 0.98},0.9255367517471313
pan_Guru,['pan_Guru'],sin_Sinh,Step1,{},0.7645707130432129
pan_Guru,['pan_Guru'],sin_Sinh,Step50+sbeam8,{},0.7655393481254578
pan_Guru,['pan_Guru'],pan_Guru,Labels,{'pan_Guru': 1.0},
pan_Guru,['pan_Guru'],pan_Guru,Base,{'pan_Guru': 1.0},0.9881517887115479
pan_Guru,['pan_Guru'],pan_Guru,Step1,{},0.7354690432548523
pan_Guru,['pan_Guru'],pan_Guru,Step50+sbeam8,{},0.7190443277359009
pan_Guru,['pan_Guru'],tur_Latn,Labels,{'tur_Latn': 0.99},
pan_Guru,['pan_Guru'],tur_Latn,Base,"{'pan_Guru': 0.81, 'eng_Latn': 0.1}",0.8456685543060303
