lang,mse,mae
eng_Latn,0.00617038445957837,0.04678996836072091
deu_Latn,0.012740354316458272,0.0315606043488824
cmn_Hani,0.01518195604373497,0.03772098396501459
tur_Latn,0.006046437372255191,0.028028079446064138
kaz_Cyrl,0.004941127031155132,0.0224071234207969
hun_Latn,0.0008102788775510202,0.002397448979591837
fin_Latn,0.0007449990751771542,0.002449562074829932
heb_Hebr,0.01845556712104795,0.03246645043731779
arb_Arab,0.004897852452767226,0.015172596574344029
mon_Cyrl,0.0024514511013537478,0.010139368926141892
hin_Deva,0.007837496174185091,0.02693515731292518
jpn_Jpan,0.0041448950044359455,0.014659005102040821
urd_Arab,0.00753029891948942,0.03102677052964042
pan_Guru,0.006220731683673469,0.023535204081632653
guj_Gujr,0.006164992066326527,0.025485969387755113
kor_Hang,9.802270408163255e-06,0.0002670918367346938
other,0.025126107901555346,0.07914180211370263
avg,0.007616160698303117,0.025304893346949173
