lang,mse,mae
eng_Latn,0.006988397673065007,0.0477924510042112
deu_Latn,0.012655219053372,0.03149862427113702
cmn_Hani,0.013957171921396888,0.035033739784875
tur_Latn,0.006807625369052242,0.03288691448007773
kaz_Cyrl,0.004263553790178426,0.02222731596209913
hun_Latn,0.0007875827989795915,0.002353520408163265
fin_Latn,0.0007884040903132082,0.0024792304421768704
heb_Hebr,0.018208858612632762,0.03257230077745384
arb_Arab,0.005661579894099828,0.01697793671039845
mon_Cyrl,0.0014946965070932517,0.008343966836734697
hin_Deva,0.0073867287939413315,0.026318235544217694
jpn_Jpan,0.00401433715986395,0.013180000000000011
urd_Arab,0.009560249998079792,0.032657785471331385
pan_Guru,0.007990196301020408,0.026714540816326533
guj_Gujr,0.0071114577551020354,0.02833673469387755
kor_Hang,1.0014744897959134e-05,0.00022193877551020364
other,0.024565322354786638,0.08085762451409136
avg,0.0077794939304632535,0.02590899179368717
