lang,mse,mae
eng_Latn,0.006579635556593263,0.046693311412227226
deu_Latn,0.012816804539351077,0.03183356171039844
cmn_Hani,0.014324434611399671,0.03600295443502077
tur_Latn,0.004706285936387035,0.025601752915451893
kaz_Cyrl,0.004564301954503043,0.021499853012633643
hun_Latn,0.0008063016765306121,0.002420357142857143
fin_Latn,0.0007926987756873582,0.002448107993197279
heb_Hebr,0.01790566279141981,0.031930170675413025
arb_Arab,0.00483175032616474,0.015586775996112736
mon_Cyrl,0.001575151313635088,0.008722404640427603
hin_Deva,0.007334549155335887,0.02653588010204082
jpn_Jpan,0.0041419128701388926,0.014202482993197284
urd_Arab,0.0076607673731661306,0.03050126032555879
pan_Guru,0.00711992645408163,0.02522066326530612
guj_Gujr,0.0061756333418367315,0.02600178571428572
kor_Hang,1.1776479591836702e-05,0.00028673469387755066
other,0.025128029680117524,0.08019211916909623
avg,0.007439742519761196,0.02504001036453543
