,eval_lang_encoded,script,family,script_lr,training_script_lr,arb_Arab,cmn_Hani,deu_Latn,guj_Gujr,heb_Hebr,hin_Deva,jpn_Jpan,kaz_Cyrl,mon_Cyrl,pan_Guru,tur_Latn,urd_Arab,step_Base,step_Step1,step_Step50+sbeam8
223,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
342,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
53,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
219,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
129,14,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
553,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
405,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
496,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
555,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
407,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
524,14,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,0.0
414,11,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
386,18,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
591,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
294,11,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0
267,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
579,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0.0
559,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
112,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
179,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0
433,9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0
511,5,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1.0
463,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
373,9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0
314,11,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0
151,8,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0
505,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1.0
233,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
306,18,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0
439,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0
164,18,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
317,12,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0
136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
410,17,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
197,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
519,9,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0
258,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
232,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
115,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
120,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
488,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
376,8,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0
384,13,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
224,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
578,18,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0.0
470,18,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
347,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
127,9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
601,15,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
445,7,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0
285,7,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0
563,10,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
43,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0
107,8,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0
516,10,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,0.0
600,16,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
133,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
440,19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0
509,7,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1.0
44,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0
169,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
65,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
283,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0
85,12,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0
242,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
186,16,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
326,18,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
159,6,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
12,10,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
35,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0
28,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
170,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
142,16,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
236,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
477,9,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
580,16,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0.0
221,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
554,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
95,7,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
51,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
240,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
518,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,0.0
351,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
526,8,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,0.0
178,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0
460,12,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0
536,13,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
41,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0
564,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
532,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
206,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
392,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
282,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0
358,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
397,12,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
254,11,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
217,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
4,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
256,8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
573,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0.0
543,10,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
430,17,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0
100,17,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
226,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
448,16,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0
557,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
582,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0.0
213,11,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
359,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0
171,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
98,16,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
292,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0
215,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
61,14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
406,18,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
502,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
47,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
32,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
200,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
134,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
27,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
534,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
230,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
489,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
378,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0
288,16,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0
418,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
391,10,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
498,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
138,13,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0
62,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
471,5,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
128,11,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
594,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
520,9,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,0.0
64,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
14,9,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
156,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.0,0.0
40,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0
492,16,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
379,3,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
187,15,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
216,12,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
52,18,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
337,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
295,14,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0
251,10,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
461,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
455,14,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
608,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
269,15,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
201,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
161,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
401,6,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
476,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
105,14,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0
389,15,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
1,19,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
568,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
80,11,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0
205,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
34,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,0.0
508,13,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1.0
427,5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0
454,11,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1.0,0.0
366,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0
91,6,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
339,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
345,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
241,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
13,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0
315,14,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0
387,5,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
273,9,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
166,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
605,9,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
484,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
596,13,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
504,19,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1.0
243,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
566,11,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
562,17,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
189,10,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
475,10,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
510,18,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1.0
58,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0
474,17,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
560,16,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
252,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0
21,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
313,9,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0
459,12,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
160,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
276,8,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0
191,9,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
385,7,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0
413,9,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
491,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0
343,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
308,16,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0
130,8,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0
99,15,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
372,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0
87,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0
458,8,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0
330,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
214,14,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
466,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0
121,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0.0
20,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0
71,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0
106,14,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
270,17,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
435,14,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0
102,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0
