lang,mse,mae
deu_Latn,0.005034780236743915,0.018468466898954716
jpn_Jpan,0.0029523338211382105,0.015437398373983753
cmn_Hani,0.015122829837398375,0.031891869918699196
eng_Latn,0.007751515518914885,0.059142837785520715
urd_Arab,0.0222863793495935,0.047076422764227646
tur_Latn,0.029012172441038007,0.07293561169183119
arb_Arab,0.01076687191438572,0.03300559620596205
guj_Gujr,0.000931250487804878,0.0065390243902439015
heb_Hebr,0.00384899487804878,0.02022357723577236
kaz_Cyrl,0.01895798497607848,0.02592194541231127
mon_Cyrl,0.02393492691056911,0.05666422764227644
hun_Latn,0.006217672516446823,0.016202584204413475
fin_Latn,0.021860251463414634,0.05467560975609758
hin_Deva,0.0052904252032520286,0.016492682926829257
kor_Hang,0.019902556747967474,0.05004390243902439
pan_Guru,0.019088001869918693,0.04596666666666667
other,0.006322725159096562,0.049816161440185816
avg,0.012898921960694712,0.03650026975017649
