lang,mse,mae
deu_Latn,0.002656395307262569,0.01497262569832402
eng_Latn,0.004574616117318435,0.04562709497206704
cmn_Hani,0.0023252225977653633,0.014809776536312852
jpn_Jpan,0.0016388872346368715,0.008379608938547485
tur_Latn,0.005820455754189946,0.03234357541899439
hun_Latn,0.00038094541899441343,0.0036642458100558657
fin_Latn,0.0008493107541899431,0.004298603351955306
urd_Arab,0.007220016452513969,0.028746648044692735
arb_Arab,0.002809445502793296,0.014679608938547492
kaz_Cyrl,0.006243295670391064,0.03012765363128492
pan_Guru,0.0062722008100558665,0.024861731843575423
guj_Gujr,0.006484620782122902,0.0296312849162011
hin_Deva,0.007673190251396651,0.02971480446927376
heb_Hebr,0.0033770263966480417,0.011032122905027931
mon_Cyrl,0.003995261815642454,0.016434357541899442
kor_Hang,3.080284916201117e-05,0.0007597765363128493
other,0.0018052784916201114,0.028410614525139658
avg,0.003773939541570818,0.019911419651659542
