lang,mse,mae
deu_Latn,0.0028757786592178746,0.014661452513966479
eng_Latn,0.003782456774354408,0.042666018222931645
cmn_Hani,0.0021123912701630364,0.013135730247406217
jpn_Jpan,0.0008811704748603364,0.006487988826815646
tur_Latn,0.009265029892512412,0.038424194599627544
hun_Latn,0.0003788123184357538,0.0027667597765363115
fin_Latn,0.0009988795810055874,0.004413128491620112
urd_Arab,0.007941716224526697,0.028991373370577292
arb_Arab,0.0022965246680634733,0.012295613860069164
kaz_Cyrl,0.006986370493645253,0.031645460893854754
pan_Guru,0.0036344371229050268,0.019136592178770936
guj_Gujr,0.006312987569832402,0.028183519553072627
hin_Deva,0.005431276675977655,0.02454385474860336
heb_Hebr,0.0032281317071151472,0.010562127560521425
mon_Cyrl,0.002519728921818746,0.012493119180633144
kor_Hang,2.566301675977654e-05,0.0004430167597765363
other,0.001568793050755013,0.026693472998137794
avg,0.0035435381424675644,0.018679024928407114
