lang,mse,mae
deu_Latn,0.0027063346120422076,0.014092551210428303
eng_Latn,0.0031112748073374697,0.0368506338121841
cmn_Hani,0.0021036947387983117,0.012598132482043091
jpn_Jpan,0.0010502505027932968,0.007093296089385476
tur_Latn,0.008004829311987895,0.032850824022346355
hun_Latn,0.0003831729329608936,0.0027924581005586585
fin_Latn,0.0009725928212290509,0.004386871508379889
urd_Arab,0.007247340012701744,0.02695980912476723
arb_Arab,0.0022994284977522206,0.012272587789305667
kaz_Cyrl,0.004242517169785848,0.024523445065176914
pan_Guru,0.002958856340782122,0.016646648044692725
guj_Gujr,0.004335637821229049,0.023875977653631274
hin_Deva,0.005394084413407822,0.024002793296089394
heb_Hebr,0.003230125707162969,0.010865205506783729
mon_Cyrl,0.0024303666578522655,0.012823891992551208
kor_Hang,2.2751955307262593e-05,0.0003162011173184359
other,0.0015444607856708976,0.02655365256717211
avg,0.0030610422993412544,0.01702970466957733
