lang,mse,mae
deu_Latn,0.0026122479081315936,0.013990689013035377
eng_Latn,0.003224259733135079,0.03780423117850492
cmn_Hani,0.002245235812860562,0.013819529130087778
jpn_Jpan,0.0007163416201117319,0.00606368715083799
tur_Latn,0.006208769542046864,0.03302377560521414
hun_Latn,0.0004064971787709493,0.0032259776536312837
fin_Latn,0.0009330485474860343,0.004282681564245811
urd_Arab,0.005602273037841409,0.023024846368715095
arb_Arab,0.0025304345973696466,0.012896066108007451
kaz_Cyrl,0.0048017385046632555,0.026317946927374308
pan_Guru,0.0036300549720670386,0.018844692737430155
guj_Gujr,0.004268803575418995,0.022178770949720667
hin_Deva,0.0051027545530726295,0.023373463687150847
heb_Hebr,0.0034075072432153326,0.011205508113860079
mon_Cyrl,0.002252724539447548,0.012264441340782119
kor_Hang,2.6247625698324046e-05,0.0004483240223463688
other,0.0015104480154316939,0.025800160281989885
avg,0.0029105521768687465,0.01697439951958437
