lang,mse,mae
deu_Latn,0.002870542821229048,0.01428798882681564
eng_Latn,0.0035036366222782785,0.03941955839318968
cmn_Hani,0.0020292927482157097,0.012496065442936945
jpn_Jpan,0.001039694608938548,0.0070187150837988845
tur_Latn,0.007427047179577902,0.03268003724394784
hun_Latn,0.00038350209497206686,0.0028326815642458095
fin_Latn,0.0009090649720670397,0.0041642458100558674
urd_Arab,0.007525453906543825,0.02936173516892792
arb_Arab,0.002273940495471345,0.012454456637403565
kaz_Cyrl,0.004629383468195221,0.02500253724394786
pan_Guru,0.0029705196927374278,0.016428770949720655
guj_Gujr,0.004645469999999998,0.02425921787709497
hin_Deva,0.005826384553072626,0.02513156424581006
heb_Hebr,0.0032992236307862726,0.01107618316041501
mon_Cyrl,0.0026089929700806947,0.012660856610800743
kor_Hang,2.0157458100558674e-05,0.0002924581005586593
other,0.001574664683960558,0.02681760907156158
avg,0.0031492336415427716,0.01743439302536657
