lang,mse,mae
deu_Latn,0.0026681683798882657,0.014323463687150829
eng_Latn,0.0032151169082630265,0.038031523011439215
cmn_Hani,0.0020220276949036594,0.012721372705506781
jpn_Jpan,0.0010633662011173184,0.00733854748603352
tur_Latn,0.007361387313175047,0.03268110800744878
hun_Latn,0.0003792237709497205,0.002860055865921787
fin_Latn,0.0009336295810055874,0.004279050279329609
urd_Arab,0.0080636697229234,0.028063061984570366
arb_Arab,0.0024571858264713893,0.012918213620643786
kaz_Cyrl,0.0043389969822858485,0.024520675046554936
pan_Guru,0.0026137260614525117,0.015274022346368704
guj_Gujr,0.0037146265921787686,0.022332960893854736
hin_Deva,0.005094333268156427,0.023691899441340793
heb_Hebr,0.00333110999543556,0.011045941074753936
mon_Cyrl,0.0019544955585350716,0.011497448789571693
kor_Hang,2.0825195530726272e-05,0.0002983240223463688
other,0.0015761207324427712,0.026814483905293954
avg,0.002988706457924418,0.016981891304007637
