lang,mse,mae
deu_Latn,0.0026559386592178756,0.014204469273743013
eng_Latn,0.0033134220152545,0.03832459031657356
cmn_Hani,0.0021607994944248077,0.013097462090981634
jpn_Jpan,0.0007387406424581007,0.006017597765363129
tur_Latn,0.004300139543583177,0.03039621508379888
hun_Latn,0.00042184636871508356,0.00334804469273743
fin_Latn,0.0009297631564245815,0.00425391061452514
urd_Arab,0.006817967794557035,0.026588318036711897
arb_Arab,0.002458602256295367,0.013032412875764829
kaz_Cyrl,0.005056381469165117,0.026712383612662947
pan_Guru,0.0038504482681564227,0.019107821229050265
guj_Gujr,0.004499988491620112,0.022840223463687147
hin_Deva,0.0055915989385474886,0.025046368715083808
heb_Hebr,0.003384023398872865,0.010946578877361012
mon_Cyrl,0.0019165662341402861,0.011354134078212287
kor_Hang,2.7063882681564266e-05,0.00045558659217877104
other,0.001526214154168725,0.026068237563181693
avg,0.0029205591040166535,0.017164373816565735
